Subject 1,Subject 2,Domain 1,Domain 2,Ontology 1,Ontology 2,Similarity Score,Cluster
Machine,AdministrativeInformation,Experimental workflow,Experimental workflow,EXPO04-19-06.owl,EXPO04-19-06.owl,0.66485167,0
Machine,Agent,Experimental workflow,Experimental workflow,EXPO04-19-06.owl,EXPO04-19-06.owl,0.66307807,0
Machine,Author,Experimental workflow,Experimental workflow,EXPO04-19-06.owl,EXPO04-19-06.owl,0.6769101,0
Machine,BioFormats,Experimental workflow,Computational,EXPO04-19-06.owl,reproduce-me.owl,0.7156521,0
Machine,buffer,Experimental workflow,Experimental workflow,EXPO04-19-06.owl,SmartProtocols_doc_V4.0.owl,0.6872417,0
Machine,ClassificationModelingAlgorithm,Experimental workflow,Machine Learning,EXPO04-19-06.owl,DMOP.owl,0.7348161,0
Machine,Collection,Experimental workflow,Experimental workflow,EXPO04-19-06.owl,EXPO04-19-06.owl,0.73012656,0
Machine,ComputationalData,Experimental workflow,Experimental workflow,EXPO04-19-06.owl,EXPO04-19-06.owl,0.7895787,0
Machine,CoreDM-Task,Experimental workflow,Machine Learning,EXPO04-19-06.owl,DMOP.owl,0.7160994,0
Machine,DecisionRule,Experimental workflow,Machine Learning,EXPO04-19-06.owl,DMOP.owl,0.67573476,0
Machine,DM_algorithm_parameter,Experimental workflow,Machine Learning,EXPO04-19-06.owl,expose.owl,0.76451814,0
Machine,DynamismOfModel,Experimental workflow,Experimental workflow,EXPO04-19-06.owl,EXPO04-19-06.owl,0.68147683,0
Machine,Error,Experimental workflow,Experimental workflow,EXPO04-19-06.owl,EXPO04-19-06.owl,0.74050033,0
Machine,event,Experimental workflow,Machine Learning,EXPO04-19-06.owl,DMOP.owl,0.6960629,0
Machine,ExperimentalDesign,Experimental workflow,Experimental workflow,EXPO04-19-06.owl,EXPO04-19-06.owl,0.7738666,0
Machine,ExperimentalGoal,Experimental workflow,Experimental workflow,EXPO04-19-06.owl,EXPO04-19-06.owl,0.7816498,0
Machine,ExperimentalObservation,Experimental workflow,Experimental workflow,EXPO04-19-06.owl,EXPO04-19-06.owl,0.6928648,0
Machine,GalileanExperiment,Experimental workflow,Experimental workflow,EXPO04-19-06.owl,EXPO04-19-06.owl,0.686944,0
Machine,Homogenizer,Experimental workflow,Experimental workflow,EXPO04-19-06.owl,SmartProtocols_doc_V4.0.owl,0.7218051,0
Machine,Image,Experimental workflow,Microscopy,EXPO04-19-06.owl,reproduce-me.owl,0.6607882,0
Machine,LysisBuffer,Experimental workflow,Experimental workflow,EXPO04-19-06.owl,SmartProtocols_doc_V4.0.owl,0.6780797,0
Machine,MaterialEntity,Experimental workflow,Experimental workflow,EXPO04-19-06.owl,SmartProtocols_doc_V4.0.owl,0.6825787,0
Machine,MeasurementError,Experimental workflow,Experimental workflow,EXPO04-19-06.owl,EXPO04-19-06.owl,0.67496955,0
Machine,non-agentive-social-object,Experimental workflow,Machine Learning,EXPO04-19-06.owl,DMOP.owl,0.6990627,0
Machine,OBI:planned_process,Experimental workflow,Machine Learning,EXPO04-19-06.owl,expose.owl,0.66462535,0
Machine,ObjectOfExperiment,Experimental workflow,Experimental workflow,EXPO04-19-06.owl,EXPO04-19-06.owl,0.7277725,0
Machine,ObservationalError,Experimental workflow,Experimental workflow,EXPO04-19-06.owl,EXPO04-19-06.owl,0.7217853,0
Machine,PatternDiscoveryTask,Experimental workflow,Machine Learning,EXPO04-19-06.owl,DMOP.owl,0.7133261,0
Machine,Plan,Experimental workflow,Experimental workflow,EXPO04-19-06.owl,EXPO04-19-06.owl,0.8188765,0
Machine,Primer,Experimental workflow,Experimental workflow,EXPO04-19-06.owl,SmartProtocols_doc_V4.0.owl,0.73177505,0
Machine,Quantity,Experimental workflow,Experimental workflow,EXPO04-19-06.owl,EXPO04-19-06.owl,0.68573666,0
Machine,ResearchMethod,Experimental workflow,Experimental workflow,EXPO04-19-06.owl,EXPO04-19-06.owl,0.7524307,0
Machine,Role,Experimental workflow,Experimental workflow,EXPO04-19-06.owl,EXPO04-19-06.owl,0.6696409,0
Machine,SentientAgent,Experimental workflow,Experimental workflow,EXPO04-19-06.owl,EXPO04-19-06.owl,0.6696441,0
Machine,state,Experimental workflow,Machine Learning,EXPO04-19-06.owl,DMOP.owl,0.70485115,0
Machine,StructuredAnnotation,Experimental workflow,Microscopy,EXPO04-19-06.owl,ome_core.owl,0.71735656,0
Machine,SubjectOfExperiment,Experimental workflow,Experimental workflow,EXPO04-19-06.owl,EXPO04-19-06.owl,0.7523079,0
Machine,SynonymousExternalConcept,Experimental workflow,Experimental workflow,EXPO04-19-06.owl,EXPO04-19-06.owl,0.67922306,0
Machine,Text,Experimental workflow,Experimental workflow,EXPO04-19-06.owl,EXPO04-19-06.owl,0.79877913,0
Machine,Tool,Experimental workflow,Experimental workflow,EXPO04-19-06.owl,EXPO04-19-06.owl,0.7674419,0
downsampling_percentage,Attribute,Machine Learning,Experimental workflow,expose.owl,EXPO04-19-06.owl,0.6957225,0
downsampling_percentage,DDC_Dewey_Classification,Machine Learning,Experimental workflow,expose.owl,EXPO04-19-06.owl,0.67279196,0
downsampling_percentage,DesigningExperiment,Machine Learning,Experimental workflow,expose.owl,EXPO04-19-06.owl,0.6629165,0
downsampling_percentage,LimitationOfTheProtocol,Machine Learning,Experimental workflow,expose.owl,SmartProtocols_doc_V4.0.owl,0.71580565,0
downsampling_percentage,Procedure,Machine Learning,Experimental workflow,expose.owl,EXPO04-19-06.owl,0.6872616,0
downsampling_percentage,Process,Machine Learning,Experimental workflow,expose.owl,EXPO04-19-06.owl,0.70437753,0
downsampling_percentage,ProvenanceOfTheProtocol,Machine Learning,Experimental workflow,expose.owl,SmartProtocols_doc_V4.0.owl,0.6891458,0
downsampling_percentage,QualityControl,Machine Learning,Experimental workflow,expose.owl,EXPO04-19-06.owl,0.6922759,0
downsampling_percentage,TimeInterval,Machine Learning,Experimental workflow,expose.owl,EXPO04-19-06.owl,0.6860213,0
downsampling_percentage,Title,Machine Learning,Experimental workflow,expose.owl,EXPO04-19-06.owl,0.69934,0
downsampling_percentage,ClassificationModelingAlgorithm,Machine Learning,Machine Learning,expose.owl,DMOP.owl,0.6625019,0
downsampling_percentage,Collection,Machine Learning,Experimental workflow,expose.owl,EXPO04-19-06.owl,0.6841382,0
downsampling_percentage,ComputationalData,Machine Learning,Experimental workflow,expose.owl,EXPO04-19-06.owl,0.6603793,0
downsampling_percentage,DecisionRule,Machine Learning,Machine Learning,expose.owl,DMOP.owl,0.6874448,0
downsampling_percentage,Error,Machine Learning,Experimental workflow,expose.owl,EXPO04-19-06.owl,0.7129363,0
downsampling_percentage,ExperimentalGoal,Machine Learning,Experimental workflow,expose.owl,EXPO04-19-06.owl,0.7523332,0
downsampling_percentage,IAO:information_content_entity,Machine Learning,Machine Learning,expose.owl,expose.owl,0.6807095,0
downsampling_percentage,ObservationalError,Machine Learning,Experimental workflow,expose.owl,EXPO04-19-06.owl,0.70387256,0
downsampling_percentage,PatternDiscoveryTask,Machine Learning,Machine Learning,expose.owl,DMOP.owl,0.6678443,0
downsampling_percentage,Plan,Machine Learning,Experimental workflow,expose.owl,EXPO04-19-06.owl,0.6804304,0
downsampling_percentage,Primer,Machine Learning,Experimental workflow,expose.owl,SmartProtocols_doc_V4.0.owl,0.66248995,0
downsampling_percentage,StructuredAnnotation,Machine Learning,Microscopy,expose.owl,ome_core.owl,0.6680678,0
UtilityAlgorithm,AtomicAction,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.7082174,0
UtilityAlgorithm,AttributeOfAction,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.6619539,0
UtilityAlgorithm,ComplexAction,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.66536057,0
UtilityAlgorithm,ComplexHypothesis,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.72631,0
UtilityAlgorithm,ComputeGoal,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.73981273,0
UtilityAlgorithm,concept,Machine Learning,Machine Learning,DMOP.owl,DMOP.owl,0.7046868,0
UtilityAlgorithm,DegreeOfModel,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.7044747,0
UtilityAlgorithm,ExplicitHypothesis,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.729458,0
UtilityAlgorithm,ImplicitHypothesis,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.7024342,0
UtilityAlgorithm,ModelAssumption,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.6794715,0
UtilityAlgorithm,ModelRepresentation,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.7354306,0
UtilityAlgorithm,OptimizationProblem,Machine Learning,Machine Learning,DMOP.owl,DMOP.owl,0.6680085,0
UtilityAlgorithm,PrimerName,Machine Learning,Experimental workflow,DMOP.owl,SmartProtocols_doc_V4.0.owl,0.6779006,0
UtilityAlgorithm,SingleHypothesis,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.7393265,0
UtilityAlgorithm,SoftwareName,Machine Learning,Experimental workflow,DMOP.owl,SmartProtocols_doc_V4.0.owl,0.6807674,0
UtilityAlgorithm,Strategy,Machine Learning,Machine Learning,DMOP.owl,DMOP.owl,0.66201997,0
UtilityAlgorithm,TimeCourse,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.67145205,0
UtilityAlgorithm,ActionComplexity,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.69570994,0
UtilityAlgorithm,ClassificationModelingAlgorithm,Machine Learning,Machine Learning,DMOP.owl,DMOP.owl,0.6834006,0
UtilityAlgorithm,Collection,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.66697294,0
UtilityAlgorithm,CoreDM-Task,Machine Learning,Machine Learning,DMOP.owl,DMOP.owl,0.7015735,0
UtilityAlgorithm,decision_tree_pruning,Machine Learning,Machine Learning,DMOP.owl,expose.owl,0.74340796,0
UtilityAlgorithm,DM_algorithm_parameter,Machine Learning,Machine Learning,DMOP.owl,expose.owl,0.775455,0
UtilityAlgorithm,ExperimentalDesignStrategy,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.67209363,0
UtilityAlgorithm,File,Machine Learning,Computational,DMOP.owl,reproduce-me.owl,0.6845989,0
UtilityAlgorithm,inductive_algorithm,Machine Learning,Machine Learning,DMOP.owl,expose.owl,0.7401328,0
UtilityAlgorithm,Method,Machine Learning,Computational,DMOP.owl,reproduce-me.owl,0.6655227,0
UtilityAlgorithm,method,Machine Learning,Machine Learning,DMOP.owl,DMOP.owl,0.68966144,0
UtilityAlgorithm,OBI:planned_process,Machine Learning,Machine Learning,DMOP.owl,expose.owl,0.74459577,0
UtilityAlgorithm,Result,Machine Learning,Computational,DMOP.owl,reproduce-me.owl,0.6703575,0
UtilityAlgorithm,SamplingMethod,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.6846653,0
UtilityAlgorithm,splitting_criterion_specification,Machine Learning,Machine Learning,DMOP.owl,expose.owl,0.7378653,0
UtilityAlgorithm,StructuredAnnotation,Machine Learning,Microscopy,DMOP.owl,ome_core.owl,0.77616894,0
DataTable,ArtificialLanguage,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.79705846,0
DataTable,Attribute,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.67915916,0
DataTable,ContentBearingPhysical,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.6719747,0
DataTable,DDC_Dewey_Classification,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.6799302,0
DataTable,DesigningExperiment,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.70820713,0
DataTable,LinguisticExpression,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.74601525,0
DataTable,Procedure,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.7893689,0
DataTable,Process,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.66486216,0
DataTable,QualityControl,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.72731143,0
DataTable,Title,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.82698524,0
DataTable,ComputationalData,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.8011296,0
DataTable,Error,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.6667718,0
DataTable,EthanolSolution,Machine Learning,Experimental workflow,DMOP.owl,SmartProtocols_doc_V4.0.owl,0.6748067,0
DataTable,ExperimentalGoal,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.715291,0
DataTable,IAO:information_content_entity,Machine Learning,Machine Learning,DMOP.owl,expose.owl,0.79053056,0
DataTable,Physical,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.7930372,0
DataTable,Plan,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.7141609,0
DataTable,ResearchMethod,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.69657844,0
DataTable,StructuredAnnotation,Machine Learning,Microscopy,DMOP.owl,ome_core.owl,0.6807531,0
DataTable,SWO_3000046,Machine Learning,Computational,DMOP.owl,swo.owl,0.72579706,0
DataTable,SynonymousExternalConcept,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.7861128,0
Instance,AbductiveHypothesis,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.74581325,0
Instance,Abstract,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.75544584,0
Instance,AdminInfoObjectOfExperiment,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.77551997,0
Instance,AdminInfoSubjectOfExperiment,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.6842268,0
Instance,AdminInfoSubmitter,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.66507983,0
Instance,AdminInfoUser,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.67285454,0
Instance,ArtificialLanguage,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.669446,0
Instance,AtomicAction,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.66995895,0
Instance,Attribute,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.7907312,0
Instance,AttributeGroup,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.66183084,0
Instance,AttributeOfAction,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.66609097,0
Instance,AttributeOfHypothesis,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.6998816,0
Instance,AttributeOfModel,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.6943933,0
Instance,AttributeOfVariable,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.6659938,0
Instance,ConstantQuantity,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.7238351,0
Instance,ContentBearingObject,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.6752765,0
Instance,DegreeOfModel,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.7101768,0
Instance,description,Machine Learning,Machine Learning,DMOP.owl,DMOP.owl,0.7729222,0
Instance,DesigningExperiment,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.6795051,0
Instance,DuhemEffect,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.70267224,0
Instance,DynamismOfModel,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.6929438,0
Instance,ExperimentalHypothesis,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.67196506,0
Instance,ExperimentalModel,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.7397101,0
Instance,ExplicitHypothesis,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.74576485,0
Instance,Fact,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.6705723,0
Instance,FieldOfStudy,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.6992787,0
Instance,GeneralityOfHypothesis,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.71742284,0
Instance,HistoryEffect,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.69138986,0
Instance,HypothesisExplicitness,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.7721742,0
Instance,ImplicitHypothesis,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.6674084,0
Instance,InductiveHypothesis,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.7652923,0
Instance,information-object,Machine Learning,Machine Learning,DMOP.owl,DMOP.owl,0.7958503,0
Instance,LimitationOfTheProtocol,Machine Learning,Experimental workflow,DMOP.owl,SmartProtocols_doc_V4.0.owl,0.7381884,0
Instance,LinguisticExpression,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.69027495,0
Instance,MortalityEffect,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.6616036,0
Instance,Number,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.7036932,0
Instance,Object,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.8038695,0
Instance,parameter,Machine Learning,Machine Learning,DMOP.owl,DMOP.owl,0.75073797,0
Instance,PhysicalQuantity,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.73422563,0
Instance,Process,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.77242136,0
Instance,Proposition,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.78519833,0
Instance,RelatedDomain,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.66302884,0
Instance,Relation,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.8162614,0
Instance,ResultsEvaluation,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.6623093,0
Instance,role,Machine Learning,Machine Learning,DMOP.owl,DMOP.owl,0.78236914,0
Instance,Sentence,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.74671084,0
Instance,SingleHypothesis,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.6858816,0
Instance,Strategy,Machine Learning,Machine Learning,DMOP.owl,DMOP.owl,0.7744073,0
Instance,TechnicalDescription,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.74092495,0
Instance,TimeInterval,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.79081225,0
Instance,TimePoint,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.7350013,0
Instance,Title,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.6857828,0
Instance,ValueOfVariable,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.66826594,0
Instance,accomplishment,Machine Learning,Machine Learning,DMOP.owl,DMOP.owl,0.7546478,0
Instance,ClassificationModelingAlgorithm,Machine Learning,Machine Learning,DMOP.owl,DMOP.owl,0.79841256,0
Instance,Collection,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.7154771,0
Instance,ComparisonControl_TargetGroups,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.6704178,0
Instance,concept,Machine Learning,Machine Learning,DMOP.owl,DMOP.owl,0.7534327,0
Instance,ContentBearingPhysical,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.7551477,0
Instance,Continuant,Machine Learning,Experimental workflow,DMOP.owl,SmartProtocols_doc_V4.0.owl,0.68545216,0
Instance,CoreDM-Task,Machine Learning,Machine Learning,DMOP.owl,DMOP.owl,0.7833466,0
Instance,DecisionRule,Machine Learning,Machine Learning,DMOP.owl,DMOP.owl,0.8101124,0
Instance,description-role,Machine Learning,Machine Learning,DMOP.owl,DMOP.owl,0.6644069,0
Instance,Device,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.69150645,0
Instance,DM_algorithm_parameter,Machine Learning,Machine Learning,DMOP.owl,expose.owl,0.80584884,0
Instance,entropy_based_splitting_criterion,Machine Learning,Machine Learning,DMOP.owl,expose.owl,0.69933474,0
Instance,Error,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.73819065,0
Instance,event,Machine Learning,Machine Learning,DMOP.owl,DMOP.owl,0.8313632,0
Instance,ExperimentalDesign,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.7163607,0
Instance,ExperimentalGoal,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.7672694,0
Instance,ExperimentalObservation,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.7036731,0
Instance,ExperimentalStandard,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.66532767,0
Instance,Image,Machine Learning,Microscopy,DMOP.owl,reproduce-me.owl,0.66147363,0
Instance,IndependentContinuant,Machine Learning,Experimental workflow,DMOP.owl,SmartProtocols_doc_V4.0.owl,0.68586934,0
Instance,Language,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.7095863,0
Instance,MaterialEntity,Machine Learning,Experimental workflow,DMOP.owl,SmartProtocols_doc_V4.0.owl,0.757637,0
Instance,MeasurementError,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.66661334,0
Instance,non-agentive-social-object,Machine Learning,Machine Learning,DMOP.owl,DMOP.owl,0.81876564,0
Instance,non-physical-object,Machine Learning,Machine Learning,DMOP.owl,DMOP.owl,0.70208156,0
Instance,OBI:planned_process,Machine Learning,Machine Learning,DMOP.owl,expose.owl,0.6756109,0
Instance,ObjectOfExperiment,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.71187955,0
Instance,ObservationalError,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.73450625,0
Instance,PatternDiscoveryTask,Machine Learning,Machine Learning,DMOP.owl,DMOP.owl,0.81810653,0
Instance,Plan,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.7408135,0
Instance,Procedure,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.739856,0
Instance,PropositionalLogicStructure,Machine Learning,Machine Learning,DMOP.owl,DMOP.owl,0.7096169,0
Instance,Quantity,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.7209585,0
Instance,Role,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.776688,0
Instance,ScientificExperiment,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.67029727,0
Instance,SelfConnectedObject,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.67422867,0
Instance,SentientAgent,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.71785843,0
Instance,social-object,Machine Learning,Machine Learning,DMOP.owl,DMOP.owl,0.7819462,0
Instance,state,Machine Learning,Machine Learning,DMOP.owl,DMOP.owl,0.80918354,0
Instance,stative,Machine Learning,Machine Learning,DMOP.owl,DMOP.owl,0.6622113,0
Instance,StructuredAnnotation,Machine Learning,Microscopy,DMOP.owl,ome_core.owl,0.66084874,0
Instance,SubjectOfExperiment,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.74138486,0
Instance,Text,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.70922863,0
CoreDM-Task,Attribute,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.67172945,0
CoreDM-Task,ExperimentalModel,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.68693745,0
CoreDM-Task,ExperimenterBias,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.6800743,0
CoreDM-Task,HistoryEffect,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.68515563,0
CoreDM-Task,information-object,Machine Learning,Machine Learning,DMOP.owl,DMOP.owl,0.69312483,0
CoreDM-Task,Process,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.7116735,0
CoreDM-Task,Relation,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.7247641,0
CoreDM-Task,ResultsEvaluation,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.66691893,0
CoreDM-Task,Strategy,Machine Learning,Machine Learning,DMOP.owl,DMOP.owl,0.8493409,0
CoreDM-Task,TechnicalDescription,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.6616138,0
CoreDM-Task,TimeInterval,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.69461256,0
CoreDM-Task,TimePoint,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.6640074,0
CoreDM-Task,accomplishment,Machine Learning,Machine Learning,DMOP.owl,DMOP.owl,0.7704457,0
CoreDM-Task,ClassificationModelingAlgorithm,Machine Learning,Machine Learning,DMOP.owl,DMOP.owl,0.8672133,0
CoreDM-Task,Collection,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.7008501,0
CoreDM-Task,ComparisonControl_TargetGroups,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.66308826,0
CoreDM-Task,CoreDM-Task,Machine Learning,Machine Learning,DMOP.owl,DMOP.owl,0.99999964,0
CoreDM-Task,Device,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.66052186,0
CoreDM-Task,DM_algorithm_parameter,Machine Learning,Machine Learning,DMOP.owl,expose.owl,0.82225096,0
CoreDM-Task,entropy_based_splitting_criterion,Machine Learning,Machine Learning,DMOP.owl,expose.owl,0.7384803,0
CoreDM-Task,Error,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.66443336,0
CoreDM-Task,event,Machine Learning,Machine Learning,DMOP.owl,DMOP.owl,0.83292496,0
CoreDM-Task,ExperimentalDesign,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.6611688,0
CoreDM-Task,ExperimentalGoal,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.6637676,0
CoreDM-Task,GalileanExperiment,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.67176485,0
CoreDM-Task,GeneralityOfHypothesis,Machine Learning,Experimental workflow,DMOP.owl,EXPO04-19-06.owl,0.6634711,0
CoreDM-Task,Homogenizer,Machine Learning,Experimental workflow,DMOP.owl,SmartProtocols_doc_V4.0.owl,0.66246533,0
CoreDM-Task,inductive_algorithm,Machine Learning,Machine Learning,DMOP.owl,expose.owl,0.70117795,0
CoreDM-Task,MaterialEntity,Machine Learning,Experimental workflow,DMOP.owl,SmartProtocols_doc_V4.0.owl,0.6793393,0
CoreDM-Task,non-agentive-social-object,Machine Learning,Machine Learning,DMOP.owl,DMOP.owl,0.7157673,0
CoreDM-Task,PatternDiscoveryTask,Machine Learning,Machine Learning,DMOP.owl,DMOP.owl,0.839025,0
