Subject Class,Subject Label,Subject Comment,Predicate,Object Class,Object Label,Object Comment,Domain,Ontology Source
MeasureClass,,,subClassOf,DM-DataClass,,,Machine Learning,DMOP.owl
AxisParallelLinearBoundary,,AxisParallelLinearBoundary. Synonym: UnivariateLinearBoundary.,type,Thing,,,Machine Learning,DMOP.owl
component,,"'Component' is a proper part with a role (or function) in a system or a context. Roles can be different for the same entity, and the evaluation of them changes according to the kind of entity. For instance, components of endurants can 'play functional roles' in a whole, while components of perdurants are the  essential 'episodes' in their whole.As a functional part relation, component is not transitive, because functions depend on intentions and/or designs, and something intentionally essential for a direct whole, can be non-essential for another, indirect whole.",range,particular,,"AKA 'entity'.Any individual in the DOLCE domain of discourse. The extensional coverage of DOLCE is as large as possible, since it ranges on 'possibilia', i.e all possible individuals that can be postulated by means of DOLCE axioms. Possibilia include physical objects, substances, processes, qualities,  conceptual regions, non-physical objects, collections and even arbitrary sums of objects.The class 'particular' features a covering partition that includes: endurant, perdurant, quality, and abstract. There are also some subclasses defined as unions of subclasses of 'particular' for special purposes: spatio-temporal-particular (any particular except abstracts)- physical-realization (any realization of an information object, defined in the ExtendedDnS ontology).",Machine Learning,DMOP.owl
Suboptimal,,,type,Optimal-Suboptimal,,,Machine Learning,DMOP.owl
N7c2eae46842449e989b7b3b868998417,,,onClass,TotalSumSquaresCrossProducts,,METAL characteristic: Matrix of total sums of squares and cross products of features.,Machine Learning,DMOP.owl
BayesianAlgorithm,,,type,Class,,,Machine Learning,DMOP.owl
generic-dependent,,,type,ObjectProperty,,,Machine Learning,DMOP.owl
MaxAPosteriori,,MaxAPosteriori is a specific instance of MaxRule where the maximum value is selected from a set of posterior class probabilities.,comment,MaxAPosteriori is a specific instance of MaxRule where the maximum value is selected from a set of posterior class probabilities.,,,Machine Learning,DMOP.owl
SearchDirection,,,subClassOf,abstract-region,,A region at which only abstract qualities can be directly located. It assumes some metrics for abstract (neither physical nor temporal) properties.,Machine Learning,DMOP.owl
Nc4cb43c9f4ab4717b50f454a3792a022,,,onProperty,assumes,,,Machine Learning,DMOP.owl
AverageAbsoluteFeatureCorrelation,,METAL characteristic: Average absolute correlation between continuous features.,subClassOf,N0e32012c28f34126bebdd8063373036c,,,Machine Learning,DMOP.owl
BiasVarianceProfile,,,type,Class,,,Machine Learning,DMOP.owl
Ne0ae57c736b54473a4f20f5e378f402e,,,onProperty,addresses,,,Machine Learning,DMOP.owl
Nb1bd737f31a54a5dbbd25b78d13f76a6,,,onProperty,hasDistributionParameter,,hasDistributionParameter: The distribution parameters of a Normal density estimate are an N x D  Gauss-MeanVector and a D x D Gauss-CovarianceMatrix.,Machine Learning,DMOP.owl
Ne3ae3c61468e45a4a80b9a1c30921010,,,hasValue,QuadraticBoundary,,,Machine Learning,DMOP.owl
N70985724bc214163a995d66f66022926,,,onProperty,hasModelComplexityMeasure,,,Machine Learning,DMOP.owl
N1a6855ba928e4329857de838d0b1ad06,,,type,Class,,,Machine Learning,DMOP.owl
KNearestNeighborAlgorithm,,"KNearestNeighborsAlgorithm: Classified under the 'regression approach' (=Bishop's discriminative models) by Hand et al 01, p. 348 -- 'they directly estimate the posterior probabilities of class membership'. See also Hand, 1997: p. 79: suggests very clearly that KDE-based classification: generative <> KNN: discriminative.",type,Class,,,Machine Learning,DMOP.owl
Ndc1c72280bae44a3a50db31a29037975,,,type,Class,,,Machine Learning,DMOP.owl
N33af625365f04c49b8fd570f1cd58dba,,,qualifiedCardinality,1,,,Machine Learning,DMOP.owl
N17bc2732f9f04056ae4037ecb511c8b7,,,onProperty,hasTargetFeature,,,Machine Learning,DMOP.owl
Nd1beb68e5ab5423f8ae6fa107c4916ba,,,rest,N82d66d02550049e391a18259a5aa1739,,,Machine Learning,DMOP.owl
makes,,A particular case of an endurant participating in a perdurant that meets (is connected to the beginning of) the life of another endurant.,subPropertyOf,co-participates-with,,"A relation holding between two endurants participating in a same perdurant. This typically subsumes many common sense, verbally encoded, relations, such as ""making"", ""moving"", ""transforming"", etc.",Machine Learning,DMOP.owl
N53278729e0c94084a2e6c36f2f7208b4,,,rest,N4fa5695331a5452584389efae45b8fbe,,,Machine Learning,DMOP.owl
SingleFeatureEvaluationTarget,,,type,NamedIndividual,,,Machine Learning,DMOP.owl
SingleConditionModel,,,type,IO-Class,,,Machine Learning,DMOP.owl
CanonicalCorrelationBestLinearCombination,,METAL characteristic: Canonical correlation of the best linear combination of features to distinguish between classes.,subClassOf,CategoricalLabeledDataSetCharacteristic,,,Machine Learning,DMOP.owl
generic-location,,,range,particular,,"AKA 'entity'.Any individual in the DOLCE domain of discourse. The extensional coverage of DOLCE is as large as possible, since it ranges on 'possibilia', i.e all possible individuals that can be postulated by means of DOLCE axioms. Possibilia include physical objects, substances, processes, qualities,  conceptual regions, non-physical objects, collections and even arbitrary sums of objects.The class 'particular' features a covering partition that includes: endurant, perdurant, quality, and abstract. There are also some subclasses defined as unions of subclasses of 'particular' for special purposes: spatio-temporal-particular (any particular except abstracts)- physical-realization (any realization of an information object, defined in the ExtendedDnS ontology).",Machine Learning,DMOP.owl
wWRAcc,,,type,NamedIndividual,,,Machine Learning,DMOP.owl
DM-Hypothesis,,,subClassOf,N86e24131b3784da3b02ea2d06bfb9246,,,Machine Learning,DMOP.owl
N2ace572e9aa142089bcc8026ccbf9e17,,,rest,N98345d4884c6429e8197027bc2005287,,,Machine Learning,DMOP.owl
FilterFSAlgorithm,,,equivalentClass,N9d573e4eee7642d39695d690e30c7d69,,,Machine Learning,DMOP.owl
exploited-by,,,domain,endurant,,,Machine Learning,DMOP.owl
ToleranceToCorrelatedFeatures,,,subClassOf,AlgorithmCharacteristic,,,Machine Learning,DMOP.owl
N9fb535c379044a1a8dad4af29a6e6c4f,,,someValuesFrom,ProbabilisticModelClass,,,Machine Learning,DMOP.owl
ZeroOneLoss,,,type,NamedIndividual,,,Machine Learning,DMOP.owl
referenced-by,,"A relation holding between non-physical objects and entities whatsoever (thus including non-physical objects themselves). An intuition for the references relation could be that a non-physical object adds 'information'  to an entity. In fact, non-physical objects depend on a communication setting. In most cases, this is the characteristic relation that provides  a unity criterion to objects, events, etc. For example, cars are objects and not mere aggregates because there is a project, a design, a social value, a functional structure, a personal emotional structure, etc. attached to them. This attachment can be represented by means of 'non-physical objects' that 'reference' cars. The most obvious application is for situations, which do not exist without a description, although they still are extensional entities: a situation without a part is no more the same situation, but a situation is not a mere aggregate, since it has references to a description as its unity criterion. Adding information to an entity can also be thought as an intentional solution to a holistic stance. Defenders of this view -within different frameworks- are Kant, Brentano, Husserl, Gestalt psychologists, Merleau-Ponty ... References is distinguished according to the kinds of non-physical objects and referenced ground entities: referencing between descriptions and situations is called 'SATISFIED-BY', while referencing between description components and situation components is called 'CLASSIFIES'. 'SETTING-FOR' is a referencing relation between a situation and the entities in its setting (it was formerly a constitution relation, but since situation appear to be social objects from the DOLCE viewpoint, the constitution solution is no more applicable). 'EXPRESSES' is bound to information objects and the meaning (description of a representation or conceptualization) in which they are involved. 'REALIZED-BY' is bound to information objects and physical representations that are used to communicate them, etc. 'ABOUT' is bound to information objects and entities whatsoever (aboutness of intentionality).",comment,"A relation holding between non-physical objects and entities whatsoever (thus including non-physical objects themselves). An intuition for the references relation could be that a non-physical object adds 'information'  to an entity. In fact, non-physical objects depend on a communication setting. In most cases, this is the characteristic relation that provides  a unity criterion to objects, events, etc. For example, cars are objects and not mere aggregates because there is a project, a design, a social value, a functional structure, a personal emotional structure, etc. attached to them. This attachment can be represented by means of 'non-physical objects' that 'reference' cars. The most obvious application is for situations, which do not exist without a description, although they still are extensional entities: a situation without a part is no more the same situation, but a situation is not a mere aggregate, since it has references to a description as its unity criterion. Adding information to an entity can also be thought as an intentional solution to a holistic stance. Defenders of this view -within different frameworks- are Kant, Brentano, Husserl, Gestalt psychologists, Merleau-Ponty ... References is distinguished according to the kinds of non-physical objects and referenced ground entities: referencing between descriptions and situations is called 'SATISFIED-BY', while referencing between description components and situation components is called 'CLASSIFIES'. 'SETTING-FOR' is a referencing relation between a situation and the entities in its setting (it was formerly a constitution relation, but since situation appear to be social objects from the DOLCE viewpoint, the constitution solution is no more applicable). 'EXPRESSES' is bound to information objects and the meaning (description of a representation or conceptualization) in which they are involved. 'REALIZED-BY' is bound to information objects and physical representations that are used to communicate them, etc. 'ABOUT' is bound to information objects and entities whatsoever (aboutness of intentionality).",,,Machine Learning,DMOP.owl
N74057ee025374762bef2d37c0d2e7664,,,rest,nil,,,Machine Learning,DMOP.owl
Deterministic-Stochastic,,,subClassOf,abstract-region,,A region at which only abstract qualities can be directly located. It assumes some metrics for abstract (neither physical nor temporal) properties.,Machine Learning,DMOP.owl
activity,,"In dependency terms, an activity is an action that is generically constantly dependent on a (at least partly) shared plan adopted by participants. This condition implies that an action must be sequenced by a task.Intuitively, activities are complex actions that are at least partly conventionally planned.",type,Class,,,Machine Learning,DMOP.owl
N5855b29df8254938bdf98fe5f663bb9a,,,type,Restriction,,,Machine Learning,DMOP.owl
Nb9f4147873e441a3858dd6f123d4430e,,,rest,N9e8da18bc856431f9ea643d79d0eabf3,,,Machine Learning,DMOP.owl
exploits,,A method can exploit an involved endurant when it plays a device-like role.,subPropertyOf,involves,,The composition of d-uses and played-by relations: a description d-uses a role that is played by an endurant.,Machine Learning,DMOP.owl
MinGiniIndexOptimizationProblem,,,type,NamedIndividual,,,Machine Learning,DMOP.owl
TimeSeriesTableFormat,,,definition,measurements ordered in time.,,,Machine Learning,DMOP.owl
N26d6fffc114749338c8a0b068719039a,,,someValuesFrom,NumberOfRules,,,Machine Learning,DMOP.owl
Nea8d378f18634626b4c3663359955edc,,,type,Restriction,,,Machine Learning,DMOP.owl
Na6356f2c4a0e422ba46473da67c16102,,,rest,nil,,,Machine Learning,DMOP.owl
N0583357c8aaf4ea3b741bb142fda64ad,,,type,Restriction,,,Machine Learning,DMOP.owl
atomic-part-of,,,domain,particular,,"AKA 'entity'.Any individual in the DOLCE domain of discourse. The extensional coverage of DOLCE is as large as possible, since it ranges on 'possibilia', i.e all possible individuals that can be postulated by means of DOLCE axioms. Possibilia include physical objects, substances, processes, qualities,  conceptual regions, non-physical objects, collections and even arbitrary sums of objects.The class 'particular' features a covering partition that includes: endurant, perdurant, quality, and abstract. There are also some subclasses defined as unions of subclasses of 'particular' for special purposes: spatio-temporal-particular (any particular except abstracts)- physical-realization (any realization of an information object, defined in the ExtendedDnS ontology).",Machine Learning,DMOP.owl
N10d95a5e63b548e4927b1f935cfc5340,,,unionOf,N2ace572e9aa142089bcc8026ccbf9e17,,,Machine Learning,DMOP.owl
Ndbb0019c440642daac29d851bcda4cd2,,,type,Restriction,,,Machine Learning,DMOP.owl
N74c048b7be114ede8c8557d466c05d34,,,first,ClassCondVarianceMatrix,,ClassCondVarianceMatrix is actually a concatenation of D univariate vectors representing the class-conditional variance of each of the D features. It has dimensions KxD where each cell $M_{kd}$ is the variance of feature d within class k. Based on feature independence assumption of Naive Bayes.,Machine Learning,DMOP.owl
BreadthFirstSearch,,BreadthFirstSearch: an uninformed search strategy that expands the shallowest unexpanded node first. The fringe (set of generated but unexpanded nodes is a first-in first-out queue).,isComplete,true,,,Machine Learning,DMOP.owl
Instance,,"Instance: as used in DMOP, should be taken to denote DM-Instance. In the general sense, an object is an instance of a set or class if it is included in that set or class [http://virtual.cvut.cz/ksmsaWeb/browser/title]. In data mining, a (DM-)Instance is an instance of a dataset and is therefore synonymous with case or example or observation as used in statistics.",type,IO-Class,,,Machine Learning,DMOP.owl
RegressionModelingTask,,,subClassOf,N8054845e6fcd4885b75de0f62c241bed,,,Machine Learning,DMOP.owl
N80036a3ab66c45b596e0e5edae2fd9c2,,,allValuesFrom,course,,"A concept that classifies (in particular, it 'sequences') perdurants (processes, events, or states), as a component of some description. Courses are the descriptive counterpart of perdurants, and, since perdurants have endurants as participants, they are usually the function of some role.",Machine Learning,DMOP.owl
Ne354d89c49cf4e7e88cb0e0d622b8184,,,unionOf,Nccd9ace5ad3c4cb3817b0ab63f4182f7,,,Machine Learning,DMOP.owl
LinearKernel,,,type,Thing,,,Machine Learning,DMOP.owl
LogicalModel,,,equivalentClass,N43dd7e57bcbd43d2affae2a15236cdf2,,,Machine Learning,DMOP.owl
Ne93fc5749c1840d5ae0a1bb3ee2fa709,,,hasValue,UnivariateFeatureEvaluationContext,,,Machine Learning,DMOP.owl
component-of,,,type,ObjectProperty,,,Machine Learning,DMOP.owl
FeatureWeightingAlgorithm,,FeatureWeightingAlgorithm is abbreviated as FWAlgorithm or FWA when used as a suffix.,subClassOf,Nb9dc050b2266423fa7a283d6bb026ffc,,,Machine Learning,DMOP.owl
N2104f64c7ec74c11a2cb8810867b202e,,,onProperty,addresses,,,Machine Learning,DMOP.owl
N4bb4aa7f1ba1430a9c167adf5add2931,,,type,Restriction,,,Machine Learning,DMOP.owl
hasPerformanceComponent,,,type,ObjectProperty,,,Machine Learning,DMOP.owl
DataSet,,,subClassOf,N286476b14c0247559ccff79c0d6e0158,,,Machine Learning,DMOP.owl
MedianValueRegressor,,,subClassOf,BaselineRegressor,,,Machine Learning,DMOP.owl
Nf0482aa42f1740e0841c1e9e8ca8391c,,,someValuesFrom,PropositionalRuleSet,,,Machine Learning,DMOP.owl
Ndeac3454c3f54274ab45e6bf47761517,,,hasValue,ToleratesClassImbalance,,,Machine Learning,DMOP.owl
N61a30597248d411bbad7b1d59423afd5,,,unionOf,N4ba86f05386f473ba8f35b560fb72235,,,Machine Learning,DMOP.owl
RegressionModelingOperator,,,type,Class,,,Machine Learning,DMOP.owl
N30f269283d8444c2ba5c69b812323495,,,type,Restriction,,,Machine Learning,DMOP.owl
DualFormHardMarginConstraint,,,type,Thing,,,Machine Learning,DMOP.owl
Na6e89ddc9f2f458d8574f49f335d12c9,,,type,Restriction,,,Machine Learning,DMOP.owl
IncrementalReducedErrorPruningAlgorithm,,"IncrementalReducedErrorPruning: Contrary to ReducedErrorPruning, which is a model pruning algorithm (prunes the decision tree or ruleset after model construction), IncrementalReducedErrorPruning prunes each individual rule immediately after it has been grown. ",subClassOf,RulePruningAlgorithm,,,Machine Learning,DMOP.owl
PatternEvaluationFunction,,,definition,"PatternEvaluationFunction is a function that evaluates a single pattern. It may be used to evaluate the interestingness of the discovered pattern from the user's viewpoint, and in such a way govern the selection of patterns which are of the interest for the user. Hence, it also may play an important role in reducing the search space during mining for patterns.
Formally, this function maps from a pattern to a (usually) numeric value. The evaluation might consider each pattern by taking its statistical properties, and the context of the set of patterns into account. It may also account for the pattern usefulness, novelty and validity in the context of the particular application.
",,,Machine Learning,DMOP.owl
N415acdaaa17845759fc93855ef323457,,,first,DataSet,,,Machine Learning,DMOP.owl
N85125b69cea54fd68ed1fa2a7c3ea1c0,,,type,Restriction,,,Machine Learning,DMOP.owl
NumberOfInstances,,,type,Class,,,Machine Learning,DMOP.owl
PerformanceMeasure,,,type,IO-Class,,,Machine Learning,DMOP.owl
hasConstraint,,,subPropertyOf,hasComponent,,,Machine Learning,DMOP.owl
N48f06da788f84bef92ce2b6b4d7fdb35,,,unionOf,N53f1d018c13b4837a9927ba90de9b4cb,,,Machine Learning,DMOP.owl
Nb776c5f7bb7540b2a7f23effcacf3772,,,first,ModelingAlgorithm,,,Machine Learning,DMOP.owl
Yes,,,type,Yes-No-Unknown,,,Machine Learning,DMOP.owl
NumberOfFeatures,,,subClassOf,DataSetCharacteristic,,,Machine Learning,DMOP.owl
N1e59cf692afb49a48459ce028f33e4d4,,,onProperty,hasFeatureEvaluator,,,Machine Learning,DMOP.owl
spatio-temporal-particular,,"Dummy class for optimizing some property universes. It includes all entities that are not reifications of universals ('abstracts'), i.e. those entities that are in space-time.",type,Class,,,Machine Learning,DMOP.owl
EagerLearningPolicy,,,has-quale,Eager,,,Machine Learning,DMOP.owl
Nfa59829b022d4e3ba17b7996dc21873c,,,first,DM-Operator,,,Machine Learning,DMOP.owl
TotalSumSquaresCrossProducts,,METAL characteristic: Matrix of total sums of squares and cross products of features.,subClassOf,DataSetCharacteristic,,,Machine Learning,DMOP.owl
N89f6a669116644e8a81df517b4684a5c,,,rest,Nec79d483921b4e0cbae5fa16a878aa37,,,Machine Learning,DMOP.owl
Nac9c6cb3998f42458941171b0b2d2cb2,,,hasValue,UnivariateTest,,,Machine Learning,DMOP.owl
OptimizationStrategy,,,type,Class,,,Machine Learning,DMOP.owl
N4cb4d05545d744c3bc489b975d20b484,,,first,non-agentive-social-object,,"A social object that is not assumed to internally represent a description. Since social objects are dependent on physical ones, it is not trivial to interpret the local sense in which a social object 'internally represents' a plan. See 'agentive-social-object' for some discussion.",Machine Learning,DMOP.owl
N250b0a1434094cd8bb17fdcd6169a3fd,,,onProperty,hasParameter,,,Machine Learning,DMOP.owl
SlipperModel,,,type,IO-Class,,,Machine Learning,DMOP.owl
information-object,,"Information objects are social objects. They are realized by some entity. They are ordered (expressed according to) by some system for information encoding. Consequently, they are dependent from an encoding as well as from a concrete realization.They can express a description (the ontological equivalent of a meaning/conceptualization), can be about any entity, and can be interpreted by an agent.From a communication perspective, an information object can play the role of ""message"". From a semiotic perspective, it playes the role of ""expression"".",subClassOf,N9c3bb7e805254393b2ebdef6254caad6,,,Machine Learning,DMOP.owl
Ne5a1c109cdec444a818f6d00b092e1c2,,,type,Restriction,,,Machine Learning,DMOP.owl
N4516bba0260048aead678f498c45db95,,,someValuesFrom,FeatureRankingTask,,,Machine Learning,DMOP.owl
Na371f60d531b4acf91ea9df0f7769bc8,,,first,Ncf18dba6c4654e75a0e393b55453de10,,,Machine Learning,DMOP.owl
N328797fe37424eeda5c03a1d4ebba681,,,type,Restriction,,,Machine Learning,DMOP.owl
N113de19adec74473a3184a54d0920776,,,hasValue,KNearestNeighborModel,,,Machine Learning,DMOP.owl
Nbda4658521794a17b96841f3675dd758,,,onClass,NumberOfDistinctValues,,,Machine Learning,DMOP.owl
N34de9863aa1a4d448833ae0314d79645,,,onDataRange,float,,,Machine Learning,DMOP.owl
N2ba07b9158e24b038833a284a7442b31,,,rest,nil,,,Machine Learning,DMOP.owl
Nf34d1e8d822a40038b94cf8a87a9935d,,,rest,Nbab12a1ab3f24502a802dcf23665e123,,,Machine Learning,DMOP.owl
N339a7f6547e84afdad6496112a02603d,,,type,Class,,,Machine Learning,DMOP.owl
N60529fbfde534bc78d7395f8a15fc6a5,,,someValuesFrom,description,,"A description is a social object which represents a conceptualization (e.g. a mental object or state), hence it is generically dependent on some agent and communicable. Descriptions define or use concepts or figures, are expressed by an information object and can be satisfied by situations. The typology of descriptions is still preliminary.",Machine Learning,DMOP.owl
N680a7ad404794a9a9a7859f226654310,,,rest,N5a8f43cf0ccc41bb8d13085f8fc7a4da,,,Machine Learning,DMOP.owl
Ne84b4d26f69449de82faa7bf352bb6b8,,,onProperty,hasSearchGuidance,,,Machine Learning,DMOP.owl
ProcessBasedEarlyStopping,,,type,Thing,,,Machine Learning,DMOP.owl
GaussianKernelBasedDensityEstimation,,,subClassOf,NonparametricDensityEstimation,,,Machine Learning,DMOP.owl
C4.5CrispTreeModel,,,type,NamedIndividual,,,Machine Learning,DMOP.owl
concept,,"AKA C-Description. A non-physical object that is defined by a description s, and whose function is classifying entities from a ground ontology in order to build situations that can satisfy s.",disjointWith,information-object,,"Information objects are social objects. They are realized by some entity. They are ordered (expressed according to) by some system for information encoding. Consequently, they are dependent from an encoding as well as from a concrete realization.They can express a description (the ontological equivalent of a meaning/conceptualization), can be about any entity, and can be interpreted by an agent.From a communication perspective, an information object can play the role of ""message"". From a semiotic perspective, it playes the role of ""expression"".",Machine Learning,DMOP.owl
MixedEuclideanDistance,,,handlesFeatureType,Real,,,Machine Learning,DMOP.owl
DM-Algorithm,,,disjointWith,Strategy,,"Strategy: In general, the term strategy refers to a plan of action designed to achieve a particular goal. In a computing context, the plan of action specified in a strategy is expressed as an algorithm. In DMOP, we reserve the term Algorithm to specifications that are sufficiently self-contained as to be implemented as distinct operators, and use the term Strategy to refer to a clearly identifiable plan of action that is embedded so tightly into an algorithm that it cannot be implemented as an independent operator. For instance, a learning algorithm typically embeds an optimization strategies and/or a strategy for controlling the complexity of the learned hypothesis; these are integral components that cannot be factored out without changing the way the learning algorithm operates, and are therefore classified as strategies rather than as algorithms.",Machine Learning,DMOP.owl
N6c87f383abf1493b9a30cfde9d317fe8,,,onProperty,has-quality,,,Machine Learning,DMOP.owl
FindsUniqueSolution,,,has-quale,Yes,,,Machine Learning,DMOP.owl
N5bf593b3d024405ab9d56cd912c09460,,,onProperty,hasDistributionParameter,,hasDistributionParameter: The distribution parameters of a Normal density estimate are an N x D  Gauss-MeanVector and a D x D Gauss-CovarianceMatrix.,Machine Learning,DMOP.owl
N05573f4d690b4254b45894c9727f1845,,,first,DM-Hypothesis,,,Machine Learning,DMOP.owl
Graph,,,disjointWith,Tree,,,Machine Learning,DMOP.owl
Uniform-K,,,subClassOf,N5d933eed8dc844859fb990faf621c211,,,Machine Learning,DMOP.owl
N80260645fb9740968b77eb7433648678,,,rest,Nac108fc7c20a4a3d8f7778904d15d22c,,,Machine Learning,DMOP.owl
N8054845e6fcd4885b75de0f62c241bed,,,someValuesFrom,RegressionModelClass,,,Machine Learning,DMOP.owl
course,,"A concept that classifies (in particular, it 'sequences') perdurants (processes, events, or states), as a component of some description. Courses are the descriptive counterpart of perdurants, and, since perdurants have endurants as participants, they are usually the function of some role.",disjointWith,parameter,,"A concept that classifies (in particular, it is 'valued by') regions, as defined by some description. Parameters are the descriptive counterpart of regions, and, as regions represent the qualities of perdurants or endurants, they can be requisites for some role or course.A parameter has at least one region that is a value for it.",Machine Learning,DMOP.owl
N9bc08b805b2f427aa1704e07bab72b43,,,onProperty,hasParameter,,,Machine Learning,DMOP.owl
NBTreeModel,,,type,NamedIndividual,,,Machine Learning,DMOP.owl
Nd896fdb4120c4791b1d4ad82e18ebacc,,,type,Restriction,,,Machine Learning,DMOP.owl
NonLinearityOf1NNClassifier,,"From Mitra Basu and Tin Kam Ho. Data Complexity in Pattern Recognition. Springer, 2006.",comment,"From Mitra Basu and Tin Kam Ho. Data Complexity in Pattern Recognition. Springer, 2006.",,,Machine Learning,DMOP.owl
hasLeafPredictor,,,range,IO-Class,,,Machine Learning,DMOP.owl
N8685a140f75648f6b813386b73fa6dc7,,,unionOf,N415acdaaa17845759fc93855ef323457,,,Machine Learning,DMOP.owl
hasDecisionCriterion,,,domain,DecisionRule,,"DecisionRule: a subclass of Decision strategy that selects a course of action by applying a yes/no rule. The various instances of decision rules are based on the specific test or criterion used. In data mining, a  decision rule is most often applied to a sequence of scalar values that represent measures of quality (e.g. estimated feature quality), performance  (e.g. misclassification rate), probability, etc. The test takes the form of a triple <Focus, RelOp, Threshold>, where Focus represents the specific criterion on which the decision is based: the observed values themselves, their ranks or their probabilities. RelOp is one of the relational operators {LessThan, Leq, Eq, GreaterThan, Geq}, and Threshold is the cutoff point on the magnitude, rank, percentage or probability. Note that Threshold is not necessarily a constant, it can be a function (e.g., max, min) of the observed values. For example, the Max Rule is a particular case of the Top K Rule where K=1, and the Maximum a posteriori rule is a special case of the Max rule, where the focus is a probability distribution the RelOp is Eq, and the threshold is the maximum of the observed probabilities.",Machine Learning,DMOP.owl
ComputationalComplexityMeasure,,,type,IO-Class,,,Machine Learning,DMOP.owl
SumOfSquaredErrors,,,type,Thing,,,Machine Learning,DMOP.owl
RogersTanimotoSimilarity,,,handlesFeatureType,Categorical,,,Machine Learning,DMOP.owl
N739f95d17f384a568f7a64590e567ef3,,,type,Restriction,,,Machine Learning,DMOP.owl
N334d7a810c2c48a2812449f7dd5d132c,,,intersectionOf,N0983add487dd48d6b2c8b631e3c1b688,,,Machine Learning,DMOP.owl
IO-Object,,,type,IO-Class,,,Machine Learning,DMOP.owl
ModelBasedEarlyStopping,,"ModelBasedEarlyStopping uses a halt criterion based on some feature of the model being built (e.g. minimal leaf size or minimal size for split in decision trees, where early stopping is called pre-pruning).",comment,"ModelBasedEarlyStopping uses a halt criterion based on some feature of the model being built (e.g. minimal leaf size or minimal size for split in decision trees, where early stopping is called pre-pruning).",,,Machine Learning,DMOP.owl
Nfae0e1cf0ae34c719a3eaef09721b38b,,,rest,N9c803588d8074576bafdef984a0c867a,,,Machine Learning,DMOP.owl
FeatureValue,,,type,Class,,,Machine Learning,DMOP.owl
PatternSetEvaluationMeasure,,,type,Class,,,Machine Learning,DMOP.owl
N31456ba2720848bead389bf6a563df04,,,type,Restriction,,,Machine Learning,DMOP.owl
GenToSpecRuleInduction,,,has-quale,GeneralToSpecific,,,Machine Learning,DMOP.owl
MultiwaySplit,,,type,BinarySplit-MultiwaySplit,,,Machine Learning,DMOP.owl
HingeLoss,,HingeLoss: Primal SVM Loss function,type,Class,,,Machine Learning,DMOP.owl
N85882e053b7341639784f4d7a273a8c6,,,onProperty,hasFeatureEvaluator,,,Machine Learning,DMOP.owl
hasObjectiveFunction,,,domain,OptimizationProblem,,"OptimizationProblem: In mathematics and computer science, an optimization problem is the problem of finding the best solution from all feasible solutions.",Machine Learning,DMOP.owl
N9b4a952a45c3420783e0013fbb13b752,,,hasValue,Local,,,Machine Learning,DMOP.owl
ModelEvaluationTask,,,subClassOf,HypothesisEvaluationTask,,,Machine Learning,DMOP.owl
LabeledDataTable,,,subClassOf,N595928cedf644d6ca5fb30b8873ed3bc,,,Machine Learning,DMOP.owl
Ndf385b8c5e5f4ac69d9b5efa37e0a64f,,,someValuesFrom,SampleHandlingStrategy,,,Machine Learning,DMOP.owl
IBLModel,,,type,IO-Class,,,Machine Learning,DMOP.owl
N6eeacbc465494acaa673f2b19ffb749e,,,onClass,AverageReliefFeatureWeight,,,Machine Learning,DMOP.owl
N9bb4f3ecb16c44578ce4ecd5d3088d6c,,,qualifiedCardinality,1,,,Machine Learning,DMOP.owl
N4c07d2f5a2ae48ffbefa72c88dd2668d,,,first,FeatureSubset,,,Machine Learning,DMOP.owl
LinearDiscriminantModel,,,subClassOf,N2bb56a76b4a34307b1ec33c07bd198d9,,,Machine Learning,DMOP.owl
N845073ac4c0c4c79a997f3fba87aab14,,"RipperModel: hasHypothesisStructure {RuleSet} UnweightedRuleSet: Ripper's ruleset is not a proper decision list (Frank, 2000).",annotatedProperty,subClassOf,,,Machine Learning,DMOP.owl
N34e44266142849a1a67b75ad67888092,,,hasValue,Real,,,Machine Learning,DMOP.owl
SubgroupDiscoveryAlgorithm,,,subClassOf,Nac0b34d29d8a4842b7a09824ca319168,,,Machine Learning,DMOP.owl
N56da015af1c649218ec2a3498e9d4f02,,NaiveBayesNormalModel hasDecisionBoundary {ArbitraryLinearBoundary}: Holds only if the class variable is binary and distribution of X is Gaussian. [Mitchell 2010],annotatedProperty,subClassOf,,,Machine Learning,DMOP.owl
NonlinearSVCModel,,,subClassOf,Nd072a488e5f148aa89c4b6c3e75ad3df,,,Machine Learning,DMOP.owl
LogLikelihood,,,type,Class,,,Machine Learning,DMOP.owl
ArbitraryLinearBoundary,,,type,NamedIndividual,,,Machine Learning,DMOP.owl
PearsonsRho,,,type,NamedIndividual,,,Machine Learning,DMOP.owl
Momentum,,Momentum: a value between 0.0 and 1.0 that is indicates the fraction of the previous weight update to add to the current one. This adds inertia to the motion through weight space and smooths out oscillations.,comment,Momentum: a value between 0.0 and 1.0 that is indicates the fraction of the previous weight update to add to the current one. This adds inertia to the motion through weight space and smooths out oscillations.,,,Machine Learning,DMOP.owl
ComplementClassCondProbMatrix,,,definition,"features, each cell $M_{ci}, c = 1 ... k, i = 1 ... d$, contains the probability of feature i NOT in class c, and each row sums to 1. Used in ComplementNaiveBayes [Rennie, 2003].",,,Machine Learning,DMOP.owl
ContinuousFeature,,,subClassOf,N739f95d17f384a568f7a64590e567ef3,,,Machine Learning,DMOP.owl
