Subject Class,Subject Label,Subject Comment,Predicate,Object Class,Object Label,Object Comment,Domain,Ontology Source
N71fe6852fb2f4f8b9ec6eb055a0f825c,None,None,intersectionOf,Nc284f2ca86734dd792ffedeaf9b7d46e,None,None,Machine Learning,DMOP.owl
N0c96f282b76943a3bbff012927f03547,None,None,distinctMembers,Nb415bf0ab45847fca9c7b07c1ab6b0c4,None,None,Machine Learning,DMOP.owl
ModelEvaluationFunction,None,None,subClassOf,HypothesisEvaluationFunction,None,None,Machine Learning,DMOP.owl
DM-Software,None,"DM-Software: Restriction to the Data Mining area of the general concept of Software: (computer science) written programs or procedures or rules and associated documentation pertaining to the operation of a computer system and that are stored in read/write memory; ""the market for software is expected to expand"". [http://sigma.ontologyportal.org:4010/sigma/Browse.jsp?kb=SUMO&lang=en]",subClassOf,non-physical-endurant,None,None,Machine Learning,DMOP.owl
N2d5d5db2684b48cf92302f116933f1fd,None,None,someValuesFrom,communication-event,None,"Here communication is taken in a rather wide sense, being possible as an (intentional) activity as well as a phenomenon.",Machine Learning,DMOP.owl
N1b0de54b2f2e4aa5b5bf85d55f3a0d9f,None,None,someValuesFrom,DescriptiveModelingTask,None,None,Machine Learning,DMOP.owl
ErrorRateOfLinearClassifierLP,None,"From Mitra Basu and Tin Kam Ho. Data Complexity in Pattern Recognition. Springer, 2006.",comment,"From Mitra Basu and Tin Kam Ho. Data Complexity in Pattern Recognition. Springer, 2006.",None,None,Machine Learning,DMOP.owl
ClassificationModelingAlgorithm,None,"ClassificationModelingAlgorithm: an algorithm that builds (learns) a classifier. For the moment, ClassificationModelingAlgorithm implicitly stands for propositional supervised classification algorithms. This is the reason its input range is specificed as LabeledDataSet and PropositionalDataSet. In the future we will add relational classification modeling algorithms as well as semi-supervised classification modeling algorithms.",subClassOf,Nef8d9bd68a65443984586f5157063027,None,None,Machine Learning,DMOP.owl
FormalExpression,None,None,disjointWith,ProbabilityDensityEstimation,None,None,Machine Learning,DMOP.owl
Ncb47ea7e2ccc4d85854e356de50b56ad,None,None,rest,Ne27b57a06f2245639ddc9d18f7ff8ea5,None,None,Machine Learning,DMOP.owl
N8ece512e5f15437eb56c7b48c8fad97e,None,None,type,Class,None,None,Machine Learning,DMOP.owl
PatternDiscoveryAlgorithm,None,None,definition,"PatternDiscoveryAlgorithm: an algorithm designed to detect patterns in data, where a pattern is any regularity, relation or structure inherent in the data, be it exact, approximate or statistical. As opposed to a model which by definition have global coverage, a patter is a local hypothesis, i.e. it applies to a limited region of the sample space.",None,None,Machine Learning,DMOP.owl
GaussianKernel,None,None,type,Thing,None,None,Machine Learning,DMOP.owl
N5c44fa72b3c846db9c11029350f6f551,None,None,intersectionOf,N46659bb4e2b740e39afe2d8dce83e8fe,None,None,Machine Learning,DMOP.owl
Nfa8c716559744bf49f14f52f432ec2f9,None,None,onProperty,inherent-in,None,None,Machine Learning,DMOP.owl
ProbabilityDensityEstimation,None,None,subClassOf,non-physical-endurant,None,None,Machine Learning,DMOP.owl
Nb4afe6ecc75846bf90ed4582ba7cd00b,None,None,first,InductionAlgorithm,None,None,Machine Learning,DMOP.owl
N64aaaf7f3b81449abd69fae314904290,None,None,type,Restriction,None,None,Machine Learning,DMOP.owl
Forward,None,None,type,NamedIndividual,None,None,Machine Learning,DMOP.owl
MetricLearningApproach,None,None,type,Class,None,None,Machine Learning,DMOP.owl
Nbffde591de6c4b809827abd5556679c0,None,None,rest,nil,None,None,Machine Learning,DMOP.owl
DataTableClass,None,None,type,Class,None,None,Machine Learning,DMOP.owl
N7b9010c1c1234f17b2335eb78ccff88a,None,None,first,ModelProcessingAlgorithm,None,None,Machine Learning,DMOP.owl
N0e652dbb3e84401aac452f3b2c18e353,None,None,first,PatternDiscoveryAlgorithm,None,None,Machine Learning,DMOP.owl
DM-Operation,None,None,subClassOf,N1ae93c61d1834e9bbc393f931cdd65ac,None,None,Machine Learning,DMOP.owl
Neaa679927fdd42448f5fe65c1c054eea,None,None,type,Restriction,None,None,Machine Learning,DMOP.owl
N36ff8a45103f4bf3ab0ca30a899d3dd5,None,None,onProperty,hasParameter,None,None,Machine Learning,DMOP.owl
N99a2526f9adc41248bba5f49839f43e3,None,None,someValuesFrom,FeatureWeightingAlgorithm,None,FeatureWeightingAlgorithm is abbreviated as FWAlgorithm or FWA when used as a suffix.,Machine Learning,DMOP.owl
Nf327fa44b4de404e82c9b42bd3e8e029,None,None,rest,nil,None,None,Machine Learning,DMOP.owl
N3059e4d46c60400a97192fa95d0d63df,None,None,type,Restriction,None,None,Machine Learning,DMOP.owl
AttributeValueTableFormat,None,None,subClassOf,TableFormat,None,None,Machine Learning,DMOP.owl
N8e476e2d16c24171ad14f0e156f3a5d0,None,None,type,Restriction,None,None,Machine Learning,DMOP.owl
Yes-No-Unknown,None,None,subClassOf,abstract-region,None,A region at which only abstract qualities can be directly located. It assumes some metrics for abstract (neither physical nor temporal) properties.,Machine Learning,DMOP.owl
Nad919ad8f7134317b4f11c749475b2dd,None,None,onProperty,hasDecisionBoundary,None,None,Machine Learning,DMOP.owl
abstract-location,None,None,inverseOf,abstract-location-of,None,None,Machine Learning,DMOP.owl
LDAOptimizationProblem,None,None,hasOptimizationGoal,Maximize,None,None,Machine Learning,DMOP.owl
Nd818cae5a6c14c2d82c481168835d05d,None,None,type,Restriction,None,None,Machine Learning,DMOP.owl
mediated-relation-i,None,None,range,particular,None,"AKA 'entity'.Any individual in the DOLCE domain of discourse. The extensional coverage of DOLCE is as large as possible, since it ranges on 'possibilia', i.e all possible individuals that can be postulated by means of DOLCE axioms. Possibilia include physical objects, substances, processes, qualities,  conceptual regions, non-physical objects, collections and even arbitrary sums of objects.The class 'particular' features a covering partition that includes: endurant, perdurant, quality, and abstract. There are also some subclasses defined as unions of subclasses of 'particular' for special purposes: spatio-temporal-particular (any particular except abstracts)- physical-realization (any realization of an information object, defined in the ExtendedDnS ontology).",Machine Learning,DMOP.owl
N807d32c21ed946799890442bdbbf63eb,None,None,first,DataProcessingAlgorithm,None,None,Machine Learning,DMOP.owl
Boolean,None,None,type,NamedIndividual,None,None,Machine Learning,DMOP.owl
N19840818714748c7b18956f669ed04b5,None,None,type,Restriction,None,None,Machine Learning,DMOP.owl
LearningRate,None,LearningRate: a value between 0 and 1 that determines the magnitude of weight adjustments at each step. A higher value leads to faster learning but also to the risk of instability.,comment,LearningRate: a value between 0 and 1 that determines the magnitude of weight adjustments at each step. A higher value leads to faster learning but also to the risk of instability.,None,None,Machine Learning,DMOP.owl
Ncd7a47535e254cf9a3ba8ba72a73189f,None,None,first,MultiClassClassification,None,None,Machine Learning,DMOP.owl
N252aceadea7b44cc8b8beb36abab7b2a,None,None,onProperty,specifiesOutputClass,None,None,Machine Learning,DMOP.owl
KNearestNeighborhood,None,None,has-quale,KNearest,None,None,Machine Learning,DMOP.owl
FeatureSelectionOperator,None,None,equivalentClass,N73027b03798a4dc6b359db1ddda33c67,None,None,Machine Learning,DMOP.owl
Ndb2db340582444d1b06bd8bbb2088621,None,None,someValuesFrom,PatternSetBasedModelStructure,None,None,Machine Learning,DMOP.owl
N40d0ccb55d6f41538c3a386ac401dbde,None,None,hasValue,JointProbabilityDistribution,None,None,Machine Learning,DMOP.owl
AttributeValueTableFormat,None,None,definition,"AttributeValueTableFormat: the format of an attribute-value table, i.e. a table where each table cell designates a value of a particular attribute (or feature) of a particular object (or example or instance).",None,None,Machine Learning,DMOP.owl
N9e8297a401f64448a7fa3a0627940b0c,None,None,rest,N5b52d2338f0e4fcaa3d6a665753ef702,None,None,Machine Learning,DMOP.owl
ItemSetTableFormat,None,None,definition,ItemSetTableFormat: The format of a DataTable whose instances are sets of items belonging to a predefined category. ,None,None,Machine Learning,DMOP.owl
N6d2f0bf4ea784a57a7777c5f71379565,None,None,type,AllDifferent,None,None,Machine Learning,DMOP.owl
Random,None,None,type,SearchDirection,None,None,Machine Learning,DMOP.owl
SubgroupDescription,None,None,type,NamedIndividual,None,None,Machine Learning,DMOP.owl
Nc2eb6a6a8a244b8c95f909ae8496e305,None,None,someValuesFrom,NumberOfRules,None,None,Machine Learning,DMOP.owl
N8cb667f303da4b3b899c01c2d07d56f3,None,None,intersectionOf,N94486d55cbaa43d5be2a88fa50559794,None,None,Machine Learning,DMOP.owl
ClassificationModel,None,None,subClassOf,PredictiveModel,None,None,Machine Learning,DMOP.owl
Nd2a6a45f8afc436ebb3829b40cc857cd,None,None,someValuesFrom,LabeledDataTable,None,None,Machine Learning,DMOP.owl
addresses,None,None,domain,N2a0ac27d2de44f6e89b251d4f35de545,None,None,Machine Learning,DMOP.owl
N29b701cdff334b8f92d6b32c8b284577,None,None,type,Restriction,None,None,Machine Learning,DMOP.owl
Nc385646286844571a1e70c5778934678,None,None,onProperty,hasFeature,None,None,Machine Learning,DMOP.owl
AUC,None,None,type,ClassificationModelEvalFunction,None,None,Machine Learning,DMOP.owl
ContinuousOptimizationStrategy,None,None,type,Class,None,None,Machine Learning,DMOP.owl
DissociationDiscoveryTask,None,None,subClassOf,PatternDiscoveryTask,None,"PatternDiscoveryTask: deals with the automatic detection of pattterns in data, where a pattern is any regularity, relation or structure inherent in the data, be it exact, approximate or statistical. In a more restricted sense, a pattern is a learned predictive hypothesis that has local coverage as opposed to a model (again in the restricted sense) which has global coverage.  A hypothesis is said to have global coverage if it is capable of returning a prediction for any instance of the sample space, whereas a local hypothesis typically returns a prediction for a limited region of the sample space.",Machine Learning,DMOP.owl
Na73e34e6578146d6a87fb0ec60166e7c,None,None,first,Nfbb5ab0f6af14f4790eb8ddfaf4700c6,None,None,Machine Learning,DMOP.owl
L2HingeLossPlusL2WeightsCostFunction,None,L2HingeLossPlusL2WeightsCostFunction is the regularized sum of the L2 norm of the hinge loss and the L2 norm of the model weights.,comment,L2HingeLossPlusL2WeightsCostFunction is the regularized sum of the L2 norm of the hinge loss and the L2 norm of the model weights.,None,None,Machine Learning,DMOP.owl
Ncc39a95f12be4c169c7d9ad086e9f497,None,None,first,Tentative,None,None,Machine Learning,DMOP.owl
expanded-by,None,None,inverseOf,expands,None,"A partial order relation that holds between descriptions. It represents the proper part relation between a description and another description featuring the same properties of the former, with at least an additional one.Descriptions can be expanded either by adding other descriptions as parts, or by refining concepts or figures that are d-used by them.Specializing the concepts or figures that are d-used by them is on the contrary a case of description specialization.For descriptions, an intention to expand must be present (unless purely formal theories are considered, but even in this case a criterion of relevance is usually active).",Machine Learning,DMOP.owl
information-object,None,"Information objects are social objects. They are realized by some entity. They are ordered (expressed according to) by some system for information encoding. Consequently, they are dependent from an encoding as well as from a concrete realization.They can express a description (the ontological equivalent of a meaning/conceptualization), can be about any entity, and can be interpreted by an agent.From a communication perspective, an information object can play the role of ""message"". From a semiotic perspective, it playes the role of ""expression"".",type,Class,None,None,Machine Learning,DMOP.owl
GeodesicDistance,None,None,handlesFeatureType,Real,None,None,Machine Learning,DMOP.owl
NonOrthogonalCoordinateSystem,None,None,has-quale,NonOrthogonal,None,None,Machine Learning,DMOP.owl
Nb15a3df682c8482c9ec276fa6e30e290,None,None,first,Parameter,None,None,Machine Learning,DMOP.owl
Ndae34a1e9dd64977b83a01c59fb7ca0f,None,None,onProperty,has-quality,None,None,Machine Learning,DMOP.owl
N408cccb2fb07494cbc865acdea445352,None,None,hasValue,DecisionList,None,None,Machine Learning,DMOP.owl
CategoricalTargetRelatedAssumption,None,None,subClassOf,TargetRelatedAssumption,None,None,Machine Learning,DMOP.owl
N470e2fa3d4ec4686acf490f68121e1f2,None,None,hasValue,Integer,None,None,Machine Learning,DMOP.owl
N1979d041a0df4c50bd90d7586f50aeda,None,None,type,Restriction,None,None,Machine Learning,DMOP.owl
DecisionTree,None,"DecisionTree:a tree-structured predictive model where each path from the root to a leaf can be read as a rule,  or a conjunction of conditions (tests on the nodes along the path). The different paths represent an exclusive disjunction (XOR) of conjunctions, i.e., the rules are non-overlapping and each example is covered by exactly one rule. ",comment,"DecisionTree:a tree-structured predictive model where each path from the root to a leaf can be read as a rule,  or a conjunction of conditions (tests on the nodes along the path). The different paths represent an exclusive disjunction (XOR) of conjunctions, i.e., the rules are non-overlapping and each example is covered by exactly one rule. ",None,None,Machine Learning,DMOP.owl
DeterministicLocalBeamSearch,None,None,type,LocalBeamSearch,None,None,Machine Learning,DMOP.owl
Nca69223339854c9cb05a9eb4b6165e8c,None,None,rest,nil,None,None,Machine Learning,DMOP.owl
N33e23853d4d94e39adfb03f28436b272,None,None,rest,N45c47806eea043e29570400cab1a04a7,None,None,Machine Learning,DMOP.owl
contributor,None,None,type,AnnotationProperty,None,None,Machine Learning,DMOP.owl
N87c2fcc2757b495299f64d586e3f0b0f,None,None,rest,N4bc7f86d19154aceb7dae9f20e14202a,None,None,Machine Learning,DMOP.owl
UnorderedTree,None,None,type,NamedIndividual,None,None,Machine Learning,DMOP.owl
N0f4ec675a2ec492f94dfcaadb13a76f6,None,None,type,Class,None,None,Machine Learning,DMOP.owl
C4.5RuleModel,None,None,type,Class,None,None,Machine Learning,DMOP.owl
N0bdb162f2dcd4942b4dba4b4f11296d4,None,None,onProperty,specifiesInputClass,None,None,Machine Learning,DMOP.owl
N8d088f73eb2546f499c9f144faf68447,None,None,hasValue,WeightedRuleSet,None,None,Machine Learning,DMOP.owl
OrderedTree,None,None,type,Thing,None,None,Machine Learning,DMOP.owl
Ndc127f865cce4832a60533495b295d76,None,None,hasValue,ToleratesNoNoise,None,None,Machine Learning,DMOP.owl
ID3Model,None,None,subClassOf,DiscriminantFunctionModel,None,"GenerativeModel is pairwise disjoint with DiscriminativeModel and DFModel. But DiscriminativeModel and DiscriminantFunctionModel may or may not be disjoint because some DF models output probabilities. Those who argue for disjointness say that even if DF models output probabilities, what distinguished them from discriminative models is their ModelStructure.  If this is not a posterior probability distribution as in logistic regession, then the model is a DFmodel. A potential counter-argument is that maybe it is the concept of ModelStructure that needs to be revised. The issue remains open.",Machine Learning,DMOP.owl
member-of,None,None,range,collection,None,"Collections are social objects which, although not defined by a description, depend both on member entities and on some concepts or figures, hence indirectly on descriptions. While we could talk in general of collections of any kind of entities (events, objects, abstracts, etc.), we restrict here our attention to collections of endurants, and to the concepts that classify them (i.e. roles).",Machine Learning,DMOP.owl
CSVC-Algorithm,None,None,subClassOf,Ndbe69f59528c4c57bf0859225ef2e4f5,None,None,Machine Learning,DMOP.owl
N68681e09f393418ab2b686227c9af5b1,None,None,hasValue,GenerativeModel,None,None,Machine Learning,DMOP.owl
N86b9f42dfccc4673a8438f6e2c31e054,None,None,type,Restriction,None,None,Machine Learning,DMOP.owl
N4572b6928ee446dcbf39e45ff4b9deea,None,None,onProperty,hasSearchGuidance,None,None,Machine Learning,DMOP.owl
N8a343c0f5a5c4005b15b2137f66ad7e4,None,None,onProperty,has-quality,None,None,Machine Learning,DMOP.owl
implements,None,None,range,N3335d1b5951741859679a3d8f68690f8,None,None,Machine Learning,DMOP.owl
N89880f247c304f6ca82536ef9bceb58a,None,None,oneOf,Na363dc29018f4f759417305f6b63ecdf,None,None,Machine Learning,DMOP.owl
N254ebbec6b954dc19addb5760bf09c43,None,None,type,Restriction,None,None,Machine Learning,DMOP.owl
Nf5bd093fb7a547a9a511951a6ae93bc7,None,None,onClass,GenToSpec-SpecToGen,None,None,Machine Learning,DMOP.owl
ManifoldFeatureExtractionAlgorithm,None,None,subClassOf,UnsupervisedFeatureExtractionAlgorithm,None,"UnsupervisedFeatureExtractionAlgorithm: the division into projective and manifold methods is due to: C.J.C. Burges (2004). Geometric methods for feature extraction and dimensional reduction: A guided tour. In L. Rokach and O. Maimon (Eds.), Data Mining and Knowledge Discovery Handbook: A Complete Guide for Practitioners and Researchers. Springer.",Machine Learning,DMOP.owl
Nc98309a9c170493f9aaa62fafbc0085d,None,None,first,TopRank,None,None,Machine Learning,DMOP.owl
TreeDepth,None,None,subClassOf,ModelParameterCount,None,None,Machine Learning,DMOP.owl
N04bb1196f897425fb6b04fbf6e25fb64,None,None,type,Restriction,None,None,Machine Learning,DMOP.owl
Exponential-lambda,None,None,subClassOf,DistributionParameter,None,None,Machine Learning,DMOP.owl
InductionTask,None,None,subClassOf,Nf5b86723741c4837a3087f1a7bae9421,None,None,Machine Learning,DMOP.owl
DM-Data,None,None,disjointWith,OptimizationProblem,None,"OptimizationProblem: In mathematics and computer science, an optimization problem is the problem of finding the best solution from all feasible solutions.",Machine Learning,DMOP.owl
N4150bb753b554118b7f906fcd2fe67da,None,None,type,Restriction,None,None,Machine Learning,DMOP.owl
Nd236b395e2f14a8c86daad9a28fbd2ee,None,None,onProperty,has-quality,None,None,Machine Learning,DMOP.owl
hasComplexityComponent,None,None,definition,"hasComplexityComponent: A model evaluation function E hasComplexityComponent F  (a model complexity function). A learning algorithm's cost function is often composed of two components: a loss component (that quantifies the estimated error of the algorithm) and a complexity component (that quantifies the complexity of the model produced by the algorithm. These two components are not always present. The property ""hasComplexityComponent"" takes a value other than ""None"" when the cost function comprises some estimation of model complexity.",None,None,Machine Learning,DMOP.owl
N384cfb29e29047f7ad0c6a2d4876c86a,None,None,onProperty,specifiesOutputClass,None,None,Machine Learning,DMOP.owl
Nf942db40a5564ca3859db0280e074411,None,None,qualifiedCardinality,1,None,None,Machine Learning,DMOP.owl
N80aa99ff00134a149f6bd03c3434437e,None,None,rest,nil,None,None,Machine Learning,DMOP.owl
LinearCombination,None,None,subClassOf,MathematicalStructure,None,None,Machine Learning,DMOP.owl
optionally-uses,None,None,inverseOf,optionally-used-by,None,"A task (as any other concept) can be optional within some plan (or any description). In this case, it can be ignored in plan execution without affecting the satisfaction of the plan.Within plans, an task said to be optional should be placed in a way that preserves the topology (the connectedness) of the maximal task, except for sequential tasks, where it can be skipped without affecting the control structure. In fact, an optional task must either be component of a bag or sequential task, or have the concurrent task or the any-order task as a direct predecessor.",Machine Learning,DMOP.owl
DiceSimilarity,None,None,handlesFeatureType,Real,None,None,Machine Learning,DMOP.owl
Backward,None,None,type,NamedIndividual,None,None,Machine Learning,DMOP.owl
DataSet,None,None,subClassOf,Nbb6c3736e6d249389851829242b8aded,None,None,Machine Learning,DMOP.owl
Ncc7f3ce10ea94b6cbc56ea6072c8633c,None,None,onProperty,has-quality,None,None,Machine Learning,DMOP.owl
direct-successor,None,Anti-transitive succession.,subPropertyOf,successor,None,"To be understood as 'entity x  has successor y'. Succession does not exclude connection, but it excludes overlapping. It can be direct or indirect, and assumes a choice (temporal, spatial, abstract, etc.) Cf. the cognitive 'path' schema. This is the transitive version.",Machine Learning,DMOP.owl
Nf2c6f26650434eb9be266218baa3c804,None,None,first,FeatureSelectionAlgorithm,None,FeatureSelectionAlgorithm is abbreviated as FSAlgorithm or FSA when used as a suffix.,Machine Learning,DMOP.owl
RandomWalk,None,None,type,IterativeImprovementSearch,None,"IterativeImprovementSearch: a subclass of search strategies that differs from path-based search in that what is important is not the path to the goal, but the goal state itself. This goal state need not always be a precisely defined configuration, but a ""best"" state that optimizes some objective function. Local search starts from a single or several arbitrary states and typically moves only to neighbors of that state. The term ""iterative improvement search"" was introduced by Andrew Moore for what Norvig & Russell [2003] call ""local search"".",Machine Learning,DMOP.owl
NumberOfHOutliers,None,METAL characteristic: Number of continuous features with outliers.,type,Class,None,None,Machine Learning,DMOP.owl
Nbd6e569c4cca40b09467f110afd433e4,None,None,rest,N8bdbc6d389c54cfcaebfea5064713d0c,None,None,Machine Learning,DMOP.owl
Nf3dc80ef2b8948ec885a32a92f48171e,None,None,onProperty,has-quality,None,None,Machine Learning,DMOP.owl
RulesetPruningAlgorithm,None,None,subClassOf,ModelPruningAlgorithm,None,None,Machine Learning,DMOP.owl
Na4964170b118404a9f68a0e91fcca5b0,None,None,rest,nil,None,None,Machine Learning,DMOP.owl
DescriptiveModelingAlgorithm,None,None,equivalentClass,Nd355da2fad9f4ee19cb44d4f1ee6921c,None,None,Machine Learning,DMOP.owl
DM-Hypothesis,None,None,disjointWith,OptimizationProblem,None,"OptimizationProblem: In mathematics and computer science, an optimization problem is the problem of finding the best solution from all feasible solutions.",Machine Learning,DMOP.owl
Nb3c6a5852ef24432b1dd9da0f5301c06,None,None,first,description,None,"A description is a social object which represents a conceptualization (e.g. a mental object or state), hence it is generically dependent on some agent and communicable. Descriptions define or use concepts or figures, are expressed by an information object and can be satisfied by situations. The typology of descriptions is still preliminary.",Machine Learning,DMOP.owl
DataTable,None,DataTable: a set of data arranged in rows and columns. [http://virtual.cvut.cz/ksmsaWeb/browser/title],comment,title],None,None,Machine Learning,DMOP.owl
FeatureRankingAlgorithm,None,None,definition,"FeatureRankingAlgorithm: an algorithm designed to achieve a FeatureRankingTask, defined as a task that takes in a set of features and outputs an ranked list of these features based on the demands of a given data mining task.",None,None,Machine Learning,DMOP.owl
N5e9f973c15a54e8988d7f16417e27b8d,None,None,rest,nil,None,None,Machine Learning,DMOP.owl
N70d918d1e8814424be39f3be46e91532,None,None,onProperty,hasDistinctValue,None,None,Machine Learning,DMOP.owl
ModelProcessingOperator,None,None,type,Class,None,None,Machine Learning,DMOP.owl
N08a5af80038645329a4a5c84b426a853,None,None,type,Restriction,None,None,Machine Learning,DMOP.owl
N4bc7f86d19154aceb7dae9f20e14202a,None,None,first,N1fcce162b520462ba4ebf8ff32088ad6,None,None,Machine Learning,DMOP.owl
N678ff70a54a3409981aaf6f0b248e7f2,None,None,onProperty,specifiesInputClass,None,None,Machine Learning,DMOP.owl
LogLikelihoodOfMultivarNormalClassCondProbsSharedCovariance,None,None,latexFormula,"LogLikelihoodOfMultivarNormalClassCondProbsSharedCovariance: $\ell(\Theta)=\sum_{i=1}^{n}\sum_{j=1}^{k}y_{j}(\mathbf{x}_{i})ln[P(y_{j})P(\mathbf{x}_{i}|y_{j};\Theta_{j})]$  where the class-conditional densities are multivariate normal: $P(\mathbf{x}_{i}|y_{j};\Theta_{j})\sim N(\mathbf{\mu}_{j},\mathbf{\Sigma}),i.e.,\Theta_{j}=(\mathbf{\mu}_{j},\mathbf{\Sigma})$. The maximum likelihood model parameters are $\mathbf{\Theta}_{ML}=argmax_{\mathbf{\Theta}}\,\ell(\mathbf{\Theta})$",None,None,Machine Learning,DMOP.owl
DM-Hypothesis,None,None,type,NamedIndividual,None,None,Machine Learning,DMOP.owl
BottomRank,None,None,type,NamedIndividual,None,None,Machine Learning,DMOP.owl
ParametricTestBasedFSAlgorithm,None,None,type,Class,None,None,Machine Learning,DMOP.owl
ToleratesClassImbalance,None,None,type,ToleranceToClassImbalance,None,None,Machine Learning,DMOP.owl
HillClimbing,None,None,subClassOf,IterativeImprovementSearch,None,"IterativeImprovementSearch: a subclass of search strategies that differs from path-based search in that what is important is not the path to the goal, but the goal state itself. This goal state need not always be a precisely defined configuration, but a ""best"" state that optimizes some objective function. Local search starts from a single or several arbitrary states and typically moves only to neighbors of that state. The term ""iterative improvement search"" was introduced by Andrew Moore for what Norvig & Russell [2003] call ""local search"".",Machine Learning,DMOP.owl
Ndc0a9bac9a7f455c84192ff9b513db68,None,None,rest,nil,None,None,Machine Learning,DMOP.owl
N51c1c8b0296f4cd4b84149edfa9c5076,None,None,rest,nil,None,None,Machine Learning,DMOP.owl
N954aee8f3a0445c7b56a8d43f48dc223,None,None,onProperty,hasDecisionBoundary,None,None,Machine Learning,DMOP.owl
NumberOfMissingValues,None,None,type,Class,None,None,Machine Learning,DMOP.owl
StochasticSearch,None,None,definition,"StochasticSearch: Informally, stochastic search is any search that incorporates randomness.",None,None,Machine Learning,DMOP.owl
ModelEvaluationTask,None,None,subClassOf,N7cd275e8b29746f2b9906b604dae9313,None,None,Machine Learning,DMOP.owl
N0cb257e8ee774fada5ca6f0b80a0b42c,None,None,someValuesFrom,DependencyModelingTask,None,None,Machine Learning,DMOP.owl
hasMember,None,None,domain,endurant,None,None,Machine Learning,DMOP.owl
OrthogonalCoordinateSystem,None,None,type,NamedIndividual,None,None,Machine Learning,DMOP.owl
Ncfeb2558dcd94babbee3b7f6dbcdd43b,None,None,onProperty,hasUncertaintyLevel,None,None,Machine Learning,DMOP.owl
Nffd5347eb47f46ed86a212a4b9b2fe14,None,None,intersectionOf,N33e23853d4d94e39adfb03f28436b272,None,None,Machine Learning,DMOP.owl
LogicalExpression,None,None,subClassOf,FormalExpression,None,None,Machine Learning,DMOP.owl
Nb355e82f21c74274b640f62f132f5baa,None,None,qualifiedCardinality,1,None,None,Machine Learning,DMOP.owl
parametrizes,None,None,subPropertyOf,mediated-relation,None,None,Machine Learning,DMOP.owl
Nba832dd4e6f64dfd8513af5426f54b7e,None,None,onProperty,has-quality,None,None,Machine Learning,DMOP.owl
hasRandomComponent,None,None,type,RandomComponent,None,None,Machine Learning,DMOP.owl
BetweenGroupsSumSquaresCrossProducts,None,METAL characteristic: A matrix containing the difference between the matrix of total and the matrix of within-groups sums of squares and cross products.,subClassOf,DataSetCharacteristic,None,None,Machine Learning,DMOP.owl
Nfc8ee1acebdb4e0bbd295345ddbd07db,None,None,onProperty,has-quality,None,None,Machine Learning,DMOP.owl
N82495e48600741fa8a6384eb27432fc7,None,None,qualifiedCardinality,1,None,None,Machine Learning,DMOP.owl
DistanceOrSimilarityFunction,None,None,subClassOf,MathematicalFunction,None,None,Machine Learning,DMOP.owl
Na1369caec2ba46ff9c5321e371b0420d,None,None,type,Restriction,None,None,Machine Learning,DMOP.owl
ComplementNaiveBayesModel,None,"ComplementNaiveBayesModel's ModelParameter: is a k-list of vectors $\theta_c$, c=1 to k (number of classes), where $\theta_{ci}$ is the probability of word/feature i NOT in class c, with i = 1 to p (number of words/boolean features). We can therefore represent this model parameter as a k x p matrix whose rows are classes and columns are words/boolean features. We call this a ComplementCCProbMatrix.",subClassOf,NaiveBayesModel,None,None,Machine Learning,DMOP.owl
NonLinear,None,None,type,Linear-NonLinear,None,None,Machine Learning,DMOP.owl
ModelStructure,None,ModelStructure subclasses are inherited by the model descriptor generated after execution of a specific operator. The model descriptor should then contain an instantiation of the model structure with its specific model parameters.,subClassOf,HypothesisStructure,None,None,Machine Learning,DMOP.owl
information-object,None,"Information objects are social objects. They are realized by some entity. They are ordered (expressed according to) by some system for information encoding. Consequently, they are dependent from an encoding as well as from a concrete realization.They can express a description (the ontological equivalent of a meaning/conceptualization), can be about any entity, and can be interpreted by an agent.From a communication perspective, an information object can play the role of ""message"". From a semiotic perspective, it playes the role of ""expression"".",subClassOf,non-agentive-social-object,None,"A social object that is not assumed to internally represent a description. Since social objects are dependent on physical ones, it is not trivial to interpret the local sense in which a social object 'internally represents' a plan. See 'agentive-social-object' for some discussion.",Machine Learning,DMOP.owl
Ne25352b73bfc4ee7a23d1c6579a2e58c,None,None,type,Restriction,None,None,Machine Learning,DMOP.owl
N902ae57200294b2690c71bca085c7906,None,None,first,DM-Operation,None,None,Machine Learning,DMOP.owl
N47d4151a4c864ab99d63eba070bf5f3f,None,None,type,Restriction,None,None,Machine Learning,DMOP.owl
Ndfe4de64534e4051b95b6c315ba24475,None,None,first,DM-Hypothesis,None,None,Machine Learning,DMOP.owl
description,None,"A description is a social object which represents a conceptualization (e.g. a mental object or state), hence it is generically dependent on some agent and communicable. Descriptions define or use concepts or figures, are expressed by an information object and can be satisfied by situations. The typology of descriptions is still preliminary.",subClassOf,N90d69baea5894b01b858ab3ba23e2509,None,None,Machine Learning,DMOP.owl
N5eb42cefa6a949eba356a812d11b979a,None,None,first,ModelingAlgorithm,None,None,Machine Learning,DMOP.owl
NLogNSquare,None,None,type,NamedIndividual,None,None,Machine Learning,DMOP.owl
OrthogonalityConstraint,None,None,type,NamedIndividual,None,None,Machine Learning,DMOP.owl
N1d11a5388a0f41809cfed78d6807f5b6,None,None,type,Restriction,None,None,Machine Learning,DMOP.owl
expects,None,The composition of d-uses and sequences relations: a description d-uses a course that sequences a perdurant.,range,perdurant,None,None,Machine Learning,DMOP.owl
