Subject Class,Subject Label,Subject Comment,Predicate,Object Class,Object Label,Object Comment,Domain,Ontology Source
TitleExperiment,TitleExperiment,"
The title of an experiment is a descriptive heading name that refers to the experiment.
",type,Class,None,None,Experimental workflow,EXPO04-19-06.owl
ExperimentalEquipment,ExperimentalEquipment,"
Experimental equipment is the set of tools, devices, materials, computer systems assembled for performing the experiment. Reference: following Collins Softback English Dictionary, HarperCollins Publishers, Glasgow, 1993.
",label,ExperimentalEquipment,None,None,Experimental workflow,EXPO04-19-06.owl
has__interpretation,None,None,subPropertyOf,hasPart,hasPart,None,Experimental workflow,EXPO04-19-06.owl
Variable,Variable,"
The concept is outside of EXPO
",label,Variable,None,None,Experimental workflow,EXPO04-19-06.owl
AttributeOfAction,AttributeOfAction,"
An attribute of an action is an essential characteristic of an experimental action, e.g. <action complexity>.
",disjointWith,StatisticsCharacteristic,StatisticsCharacteristic,"
The concept is outside of EXPO
",Experimental workflow,EXPO04-19-06.owl
ExperimentalGoal,ExperimentalGoal,"
An experimental goal is the state that a plan is intended to achieve and that (when achieved) terminates behaviour intended to achieve it. Reference: WordNet: http://www.cogsci.princeton.edu/cgi-bin/webwn2.0?stage=1&word=goal+
",comment,"webwn2.0?stage=1&word=goal+
",None,None,Experimental workflow,EXPO04-19-06.owl
Procedure,Procedure,"
A sequence-dependent specification. Some examples are ComputerPrograms, finite-state machines, cooking recipes, musical scores, conference schedules, driving directions, and the scripts of plays and movies. Reference: SUMO http://berkelium.teknowledge.com:8080/sigma/home.jsp
",disjointWith,ExperimentalTechnology,ExperimentalTechnology,"
An experimental technology is the total knowledge (theory, methods, and practices), and machinery available to any object of an experiment. Reference: Based on the Collins Softback English Dictionary, HarperCollins Publishers, Glasgow, 1993.
",Experimental workflow,EXPO04-19-06.owl
has_SUMO_sinonym,None,None,subPropertyOf,hasAttribute,hasAttribute,None,Experimental workflow,EXPO04-19-06.owl
GeneKnock-in,GeneKnock-in,"
A gene knock-in design strategy is a sub-class of a comparison control/ target groups strategy where a target group has one or more genes added.
",subClassOf,ComparisonControl_TargetGroups,ComparisonControl/TargetGroups,"
A comparison control/ target groups is a paired comparison experimental design strategy where two groups of experimental objects are used, a control group which is not affected by experimental factor(s), and a target group which is affected by the experimental factor(s).
",Experimental workflow,EXPO04-19-06.owl
has_classification,None,None,subPropertyOf,hasAttribute,hasAttribute,None,Experimental workflow,EXPO04-19-06.owl
Proposition,Proposition,"
Propositions are Abstract entities that express a complete thought or a set of such thoughts. As an example, the formula '     (instance Yojo Cat)' expresses the Proposition that the entity named Yojo is an element of the Class of Cats. Note that propositions are not restricted to the content expressed by individual sentences of a Language. They may encompass the content expressed by theories, books, and even whole libraries. It is important to distinguish Propositions from the ContentBearingObjects that express them. A Proposition is a piece of information, e.g. that the cat is on the mat, but a ContentBearingObject is an Object that represents this information. A Proposition is an abstraction that may have multiple representations: strings, sounds, icons, etc. For example, the Proposition that the cat is on the mat is represented here as a string of graphical characters displayed on a monitor and/or printed on paper, but it can be represented by a sequence of sounds or by some non-latin alphabet or by some cryptographic form. 
Reference: SUMO http://berkelium.teknowledge.com:8080/sigma/home.jsp
",disjointWith,Attribute,Attribute,"
The concept is outside of EXPO.
""Qualities which we cannot or choose not to reify into subclasses of Object."" Reference: SUMO http://berkelium.teknowledge.com:8080/sigma/home.jsp
",Experimental workflow,EXPO04-19-06.owl
AdministrativeInformation,AdministrativeInformation,"
administrative information is data about an experimental subject, an experimental object, experimental documents etc., used for administrative purposes such as to provide/ control access/ storage of the experimental results/ protocols etc.
",disjointWith,ModelAssumption,ModelAssumption,"
A model assumption is an assumption about the domain used as a premise, it is necessarily explicit - written in the form of a text.
",Experimental workflow,EXPO04-19-06.owl
AdminInfoObjectOfExperiment,AdminInfoObjectOfExperiment,"
Administrative information about an object of an experiment is data about the object of the experiment (a name, a code, etc) used for administrative purposes such as to provide/ control access/ storage of the experimental data etc. Note that the description of an experimental object itself belongs to the corresponding domain ontology.
",subClassOf,AdministrativeInformation,AdministrativeInformation,"
administrative information is data about an experimental subject, an experimental object, experimental documents etc., used for administrative purposes such as to provide/ control access/ storage of the experimental results/ protocols etc.
",Experimental workflow,EXPO04-19-06.owl
Nb3d947b478984d4f96868cd31297faab,None,None,onProperty,has_instrument,None,None,Experimental workflow,EXPO04-19-06.owl
BaconianExperiment,BaconianExperiment,"
A Baconian experiment is a scientific experiment which involves no explicit hypothesis. Reference: Medawar, P.B. Advice to a Young Scientist. Pan Books Ltd, London, 1981
",subClassOf,N57059fa00fcd4f10b3d35562887473ff,None,None,Experimental workflow,EXPO04-19-06.owl
ScientificExperiment,ScientificExperiment,"
A scientific experiment is a research method which permits the investigation of cause-effect relations between known and unknown (target) variables of the field of study (domain). An experimental result cannot be known with certainty in advance.
",comment,"
A scientific experiment is a research method which permits the investigation of cause-effect relations between known and unknown (target) variables of the field of study (domain). An experimental result cannot be known with certainty in advance.
",None,None,Experimental workflow,EXPO04-19-06.owl
Materials,Materials,"
Materials are culture collections and chemicals used for executing of an experiment.
",type,Class,None,None,Experimental workflow,EXPO04-19-06.owl
has_EXPO_concept,None,None,domain,SynonymousExternalConcept,SynonymousExternalConcept,"
SUMO: http://www.ontologyportal.org/
",Experimental workflow,EXPO04-19-06.owl
has_representativeness,None,None,domain,Sample,Sample,"
A sample is ""a portion drawn from a population (EXPO: <parent group>), the study of which is intended to lead to statistical estimates of the attributes of the whole population."" Reference: The Oxford English Dictionary. Oxford University Press, 2 Ed., 1989
",Experimental workflow,EXPO04-19-06.owl
Tool,Tool,"
A tool is an instrument for making material changes on other objects, as by cutting, shearing, striking, rubbing, grinding, squeezing, measuring, or other process. Reference: Encyclopaedia Britannica online: http://www.britannica.com/
",label,Tool,None,None,Experimental workflow,EXPO04-19-06.owl
Human,Human,"
SUMO: Modern man, the only remaining species of the Homo genus.""http://www.ontologyportal.org/
",comment,"
",None,None,Experimental workflow,EXPO04-19-06.owl
ExperimentalDesign,ExperimentalDesign,"
An experimental design is a structured, organized method for determining the relationship between factors affecting  cause-effect relations between known and unknown variables. Reference: Sigma:http://www.isixsigma.com/dictionary/Design_of_Experiments_-_DOE-41.htm
",label,ExperimentalDesign,None,None,Experimental workflow,EXPO04-19-06.owl
ExperimentalHypothesis,ExperimentalHypothesis,"
An experimental hypothesis is a statement about cause-effect relations between known and unknown (target) variables of the domain of the experiment ""that shall be in accordance with known facts*"" to be verified at the experiment. Reference: The Oxford English Dictionary. Oxford University Press, 2 Ed., 1989
",comment,"
An experimental hypothesis is a statement about cause-effect relations between known and unknown (target) variables of the domain of the experiment ""that shall be in accordance with known facts*"" to be verified at the experiment. Reference: The Oxford English Dictionary. Oxford University Press, 2 Ed., 1989
",None,None,Experimental workflow,EXPO04-19-06.owl
SubjectQualification,SubjectQualification,"
Subject qualification is a ""formal certification, issued by a relevant approved body, in recognition that a person has achieved competency relevant to identified individual, professional, industry or community needs."" Reference: Training: www.training.wa.gov.au/publications/cbt/framework/glossary.htm
",subClassOf,Proposition,Proposition,"
Propositions are Abstract entities that express a complete thought or a set of such thoughts. As an example, the formula '     (instance Yojo Cat)' expresses the Proposition that the entity named Yojo is an element of the Class of Cats. Note that propositions are not restricted to the content expressed by individual sentences of a Language. They may encompass the content expressed by theories, books, and even whole libraries. It is important to distinguish Propositions from the ContentBearingObjects that express them. A Proposition is a piece of information, e.g. that the cat is on the mat, but a ContentBearingObject is an Object that represents this information. A Proposition is an abstraction that may have multiple representations: strings, sounds, icons, etc. For example, the Proposition that the cat is on the mat is represented here as a string of graphical characters displayed on a monitor and/or printed on paper, but it can be represented by a sequence of sounds or by some non-latin alphabet or by some cryptographic form. 
Reference: SUMO http://berkelium.teknowledge.com:8080/sigma/home.jsp
",Experimental workflow,EXPO04-19-06.owl
TimeMeasure,TimeMeasure,"
""The class of temporal durations (instances of TimeDuration) and positions of TimePoints and TimeIntervals along the universal timeline (instances of TimePosition)."" (SUMO)
",comment,"
""The class of temporal durations (instances of TimeDuration) and positions of TimePoints and TimeIntervals along the universal timeline (instances of TimePosition)."" (SUMO)
",None,None,Experimental workflow,EXPO04-19-06.owl
RepresentationExperimentalObservation,RepresentationExperimentalObservation,"
A representation of experimental observations is a �reproduction of the observations in some material or tangible form? preferably according to a data representation standard.  Reference: The Oxford English Dictionary. Oxford University Press, 2 Ed., 1989
",disjointWith,ModelRepresentation,ModelRepresentation,"
A model representation is a formalized description of the experimental model, for instance a text or formulas.
",Experimental workflow,EXPO04-19-06.owl
ExperimentalObservation,ExperimentalObservation,"
An experimental observation is a direct observation of nature, the set of values of target variables (or other variables of the experiment model), ""prior to analysis; interpretation*"" (compare with experimental results). Reference: Based on The Oxford English Dictionary. Oxford University Press, 2 Ed., 1989 * Collins Softback English Dictionary, HarperCollins Publishers, Glasgow, 1993.
",comment,"
An experimental observation is a direct observation of nature, the set of values of target variables (or other variables of the experiment model), ""prior to analysis; interpretation*"" (compare with experimental results). Reference: Based on The Oxford English Dictionary. Oxford University Press, 2 Ed., 1989 * Collins Softback English Dictionary, HarperCollins Publishers, Glasgow, 1993.
",None,None,Experimental workflow,EXPO04-19-06.owl
N1072afc1b3804b089084452970ff4664,None,None,rest,N241e51176a92466cb74995a907a2a437,None,None,Experimental workflow,EXPO04-19-06.owl
IDExperiment,IDExperiment,None,type,Class,None,None,Experimental workflow,EXPO04-19-06.owl
GeneKnock-in,GeneKnock-in,"
A gene knock-in design strategy is a sub-class of a comparison control/ target groups strategy where a target group has one or more genes added.
",disjointWith,GeneKnock-out,GeneKnock-out,"
A gene knock-out design strategy is a sub-class of a comparison control/ target groups strategy where a target group has one or more genes removed.
",Experimental workflow,EXPO04-19-06.owl
AttributeOfHypothesis,AttributeOfHypothesis,"
An attribute of an hypothesis is an essential characteristic of an experimental hypothesis, e.g. <explicitness of an hypothesis>, <complexity of an hypothesis>.
",disjointWith,AttributeOfDocument,AttributeOfDocument,"
An attribute of a document is an essential characteristic of a document, e.g. <status>.
",Experimental workflow,EXPO04-19-06.owl
PublicStatus,PublicStatus,"
A public status allows the use of a SOP, a protocol, and/ or experimental results for all legal purposes.
",comment," or experimental results for all legal purposes.
",None,None,Experimental workflow,EXPO04-19-06.owl
Process-relatedRole,Process-relatedRole,"
Product role (Final output)
Residue role (How it is processed)
",subClassOf,Role,Role,"
(role ?OBJECT ?ENTITY) means that ?OBJECT - a Role holder, plays a  Role ?ENTITY   in some context. In EXPO we always consider the context: experiment. For example in context of experiment an object <human> can play the role <subject of experiment> if the human is ""one who executes the experiment"" (OED) or the role <object of experiment> if the human is one ""on whom an experiment is made."" (OED).
",Experimental workflow,EXPO04-19-06.owl
LoginName,LoginName,"
The concept is outside of EXPO
",type,Class,None,None,Experimental workflow,EXPO04-19-06.owl
PermissionStatus,PermissionStatus,"
A permission status is a status of an experimental document that specifies current a condition or privilege allowing use of the experimental document, e.g. <public status>.
",type,Class,None,None,Experimental workflow,EXPO04-19-06.owl
EnvironmentalRequirements,EnvironmentalRequirements,"
Environmental requirements are external conditions or surroundings, esp. those in which people work or live, or a plant or animal lives; for instance food safety, hygiene. Reference: Collins Softback English Dictionary, HarperCollins Publishers, Glasgow, 1993.
",subClassOf,ExperimentalRequirements,ExperimentalRequirements,"
Experimental requirements are conditions (legal, ethic, economic, etc.) for preparation and execution of an experiment which must be complied with. Reference: Based on The Oxford English Dictionary. Oxford University Press, 2 Ed., 1989
",Experimental workflow,EXPO04-19-06.owl
AuthorProtocol,AuthorProtocol,"
An author of a protocol is the person (or a group) who developed the protocol.
",type,Class,None,None,Experimental workflow,EXPO04-19-06.owl
has_classification,None,None,range,Na7eafa1296594712b3f9f02bfe884711,None,None,Experimental workflow,EXPO04-19-06.owl
PlanOfExperimentalActions,PlanOfExperimentalActions,"
A plan of experimental actions is an explicitly described sequence of experimental actions according to which the experiment is to be done. See also <protocol>, <SOP>. Reference: based on The Oxford English Dictionary. Oxford University Press, 2 Ed., 1989
",subClassOf,Plan,Plan,"
The concept is outside of EXPO;
SUMO: ""A specification of a sequence of Processes which is intended to satisfy a specified purpose at some future time."" http://www.ontologyportal.org/
",Experimental workflow,EXPO04-19-06.owl
Robustness,Robustness,"
The concept is outside of EXPO
",disjointWith,LevelOfSignificance,LevelOfSignificance,"
The concept is outside of EXPO
",Experimental workflow,EXPO04-19-06.owl
Fact,Fact,"
The concept is outside EXPO;
A fact is a particular truth known by actual observation or authentic testimony, as opposed to what is merely inferred, or to a conjecture or fiction; a datum of experience, as distinguished from the conclusions that may be based upon it. Reference: The Oxford English Dictionary. Oxford University Press, 2 Ed., 1989
",disjointWith,ScientificTask,ScientificTask,"
A scientific task is a portion of scientific study. Reference: Based on The Oxford English Dictionary. Oxford University Press, 2 Ed., 1989
",Experimental workflow,EXPO04-19-06.owl
ModelAssumption,ModelAssumption,"
A model assumption is an assumption about the domain used as a premise, it is necessarily explicit - written in the form of a text.
",disjointWith,ExperimentalStandard,ExperimentalStandard,"
An experimental standard is ""an accepted or approved"" procedure in the domain of an experiment, for example a standard for data representation, or a standard for measurements.  Reference: Collins Softback English Dictionary, HarperCollins Publishers, Glasgow, 1993.
",Experimental workflow,EXPO04-19-06.owl
has_applicability,None,None,subPropertyOf,hasPart,hasPart,None,Experimental workflow,EXPO04-19-06.owl
Provider,Provider,"
A provider is a person or organization that provides or supplies experimental materials, equipment, objects of an experiment, etc. Reference: Based on The Oxford English Dictionary. Oxford University Press, 2 Ed., 1989
",comment,"
A provider is a person or organization that provides or supplies experimental materials, equipment, objects of an experiment, etc. Reference: Based on The Oxford English Dictionary. Oxford University Press, 2 Ed., 1989
",None,None,Experimental workflow,EXPO04-19-06.owl
N5ac8b447ccbb48d283d1130b49ef29cc,None,None,unionOf,Nfc8a93c218b640d881a3ef45a2ab2258,None,None,Experimental workflow,EXPO04-19-06.owl
SingleHypothesis,SingleHypothesis,"
A single hypothesis of an experimental hypothesis is a Boolean attribute which is true when the hypothesis can be formalized by a single clause.
",disjointWith,ComplexHypothesis,ComplexHypothesis,"
A complex hypothesis of an experimental hypothesis is a Boolean attribute which is false where the hypothesis can be formalized by a single clause.
",Experimental workflow,EXPO04-19-06.owl
MathematicalModelRepresentation,MathematicalModelRepresentation,"
A mathematical model is a representation of an experimental model where the relationship between the variables is mathematical.
",subClassOf,ModelRepresentation,ModelRepresentation,"
A model representation is a formalized description of the experimental model, for instance a text or formulas.
",Experimental workflow,EXPO04-19-06.owl
AtomicAction,AtomicAction,"
An atomic action is an experimental action which is not decomposed on sub actions in terms of the domain.
",type,Class,None,None,Experimental workflow,EXPO04-19-06.owl
RandomSampling,RandomSampling,"
Random sampling is a sampling method where ""every single individual in the parent group has an equal chance to be chosen in the sample.""
Reference: Langley, R. Practical Statistics. David&Charles Ltd, Newton,1971.
",label,RandomSampling,None,None,Experimental workflow,EXPO04-19-06.owl
ModelAssumption,ModelAssumption,"
A model assumption is an assumption about the domain used as a premise, it is necessarily explicit - written in the form of a text.
",disjointWith,ValueOfVariable,ValueOfVariable,"
A value of an experimental variable is ""the particular quantity, number or amount"" of the variable. Reference: Collins Softback English Dictionary, HarperCollins Publishers, Glasgow, 1993.
",Experimental workflow,EXPO04-19-06.owl
AtomicAction,AtomicAction,"
An atomic action is an experimental action which is not decomposed on sub actions in terms of the domain.
",disjointWith,ComplexAction,ComplexAction,"
A complex action is a composition of atomic actions.
",Experimental workflow,EXPO04-19-06.owl
N3ef1e0ad015b432f94f17575faa1cf15,None,None,first,ExperimentalEquipment,ExperimentalEquipment,"
Experimental equipment is the set of tools, devices, materials, computer systems assembled for performing the experiment. Reference: following Collins Softback English Dictionary, HarperCollins Publishers, Glasgow, 1993.
",Experimental workflow,EXPO04-19-06.owl
User,User,"
A user is a person or organization that makes use of a protocol, a SOP, experimental results, etc. Reference: Based on The Oxford English Dictionary. Oxford University Press, 2 Ed., 1989
",comment,"
A user is a person or organization that makes use of a protocol, a SOP, experimental results, etc. Reference: Based on The Oxford English Dictionary. Oxford University Press, 2 Ed., 1989
",None,None,Experimental workflow,EXPO04-19-06.owl
AlternativeHypothesis,AlternativeHypothesis,"
An alternative hypothesis an experimental hypothesis that states that factors different from the known controlled variables have specified effect on the unknown (target) variables of the domain.
",type,Class,None,None,Experimental workflow,EXPO04-19-06.owl
N9ebc8f4695534a57802e29b4fea86389,None,None,rest,nil,None,None,Experimental workflow,EXPO04-19-06.owl
AdminInfoAuthor,AdminInfoAuthor,"
Administrative information about an author of an experimental data/ protocols, etc. is data about the author (a name, an organization, contact data, etc.) used for administrative purposes such as to provide/ control access/ storage of experimental data etc.
",disjointWith,AdminInfoSubjectOfExperiment,AdminInfoSubjectOfExperiment,"
Administrative information about a subject of an experiment is data about the subject of the experiment (a name, qualification, an organization, etc) used for administrative purposes such as to provide/ control storage of the experimental data etc.
",Experimental workflow,EXPO04-19-06.owl
has_origin,None,None,range,ParentGroup,ParentGroup,"
A parent group is a group of studying in a scientific investigation objects, which is used to form a sample as an object of the experiment.
",Experimental workflow,EXPO04-19-06.owl
ScientificActivity,ScientificActivity,"
Scientific activity is the process of performing a scientific task.
",label,ScientificActivity,None,None,Experimental workflow,EXPO04-19-06.owl
SamplingMethod,SamplingMethod,"
A sampling method is a way to form a sample, an object of the experiment.
",label,SamplingMethod,None,None,Experimental workflow,EXPO04-19-06.owl
Nb428b5a0369d4781ba345220cb5ed5e8,None,None,type,Restriction,None,None,Experimental workflow,EXPO04-19-06.owl
ScientificTask,ScientificTask,"
A scientific task is a portion of scientific study. Reference: Based on The Oxford English Dictionary. Oxford University Press, 2 Ed., 1989
",disjointWith,FieldOfStudy,FieldOfStudy,"
SUMO ""An academic or applied discipline with recognized experts and with a core of accepted theory or practice. Note that FieldOfStudy is a subclass of Proposition, because a FieldOfStudy is understood to be a body of abstract, informational content, with varying degrees of certainty attached to each element of this content."" http://www.ontologyportal.org/
",Experimental workflow,EXPO04-19-06.owl
AdminInfoSubjectOfExperiment,AdminInfoSubjectOfExperiment,"
Administrative information about a subject of an experiment is data about the subject of the experiment (a name, qualification, an organization, etc) used for administrative purposes such as to provide/ control storage of the experimental data etc.
",disjointWith,AdminInfoUser,AdminInfoUser,"
Administrative information about a user of an experimental data/ protocols, etc. is data about the user (a name, an organization, contact data, login, password, etc.) used for administrative purposes such as to provide/ control access to experimental data etc.
",Experimental workflow,EXPO04-19-06.owl
N5ac3783dfc534fe3ae3dd756ba64e2cb,None,None,allValuesFrom,ExperimentalFactor,ExperimentalFactor,"
An experimental factor is a known variable of the model of the domain which the object of the experiment can control/vary in order to determine of a value of target variables.
",Experimental workflow,EXPO04-19-06.owl
Adequacy,Adequacy,"
The concept is outside of EXPO
",disjointWith,Validity,Validity,"
The concept is outside of EXPO.  The extent to which a test measures what it suppose to measure.  Georgetown: http://www.georgetown.edu/departments/psychology/researchmethods/glossary.htm#dependentvariable
",Experimental workflow,EXPO04-19-06.owl
Ne8396d0bf5d04fdf9eac18c0dd7c1d69,None,None,allValuesFrom,FactSupportResearchHypothesis,FactSupportResearchHypothesis,"
A fact which rejects a research hypothesis is a fact which increases the probability of the hypothesis.
",Experimental workflow,EXPO04-19-06.owl
SubjectMethod,SubjectMethod,"
A subject of a method is: ""one who executes the method."" For instance: a <human>, a <robot>. Reference: Based on The Oxford English Dictionary. Oxford University Press, 2 Ed., 1989
",subClassOf,SubjectRole,SubjectRole,"
the concept is outside EXPO.
",Experimental workflow,EXPO04-19-06.owl
SamplingMethod,SamplingMethod,"
A sampling method is a way to form a sample, an object of the experiment.
",type,Class,None,None,Experimental workflow,EXPO04-19-06.owl
ExperimentalDesignStrategy,ExperimentalDesignStrategy,"
An experimental design strategy is a collection of typical techniques applied to an experimental design, such as e.g. <comparison a control and a target groups>.
",disjointWith,ScientificTask,ScientificTask,"
A scientific task is a portion of scientific study. Reference: Based on The Oxford English Dictionary. Oxford University Press, 2 Ed., 1989
",Experimental workflow,EXPO04-19-06.owl
HypothesisFormation,HypothesisFormation,"
Hypothesis formation is the scientific task �to frame a hypothesis or supposition*? on the basis of preliminary information gathering and problem analysis. Reference: The Oxford English Dictionary. Oxford University Press, 2 Ed., 1989
",disjointWith,ResultsInterpretation,ResultsInterpretation,"
Results interpretation is the scientific task of explaining, the meaning of experimental results. Reference: Based on The Oxford English Dictionary. Oxford University Press, 2 Ed., 1989
",Experimental workflow,EXPO04-19-06.owl
N53d16a06ab79436f8c3828be8889c913,None,None,allValuesFrom,Dispersion,Dispersion,"
The concept is outside of EXPO
",Experimental workflow,EXPO04-19-06.owl
SymmetricalMatching,SymmetricalMatching,"
Symmetrical matching is a matching groups experimental design strategy where pairs are symmetrical parts of a body. For instance comparing the effect of 2 ointments applied to 2 arms. Reference:  Based on: Langley, R. Practical Statistics. David&Charles Ltd, Newton,1971.
",label,SymmetricalMatching,None,None,Experimental workflow,EXPO04-19-06.owl
LinguisticExpression,LinguisticExpression,"
""This is the subclass of ContentBearingPhysical which are language-related. Note that this Class encompasses both Language and the the elements of Languages, e.g. Words."" SUMO: http://www.ontologyportal.org/
",subClassOf,ContentBearingPhysical,ContentBearingPhysical,"
""Any Object or Process that expresses content. This covers Objects that contain a Proposition, such as a book, as well as ManualSignLanguage, which may similarly contain a Proposition."" (SUMO)
",Experimental workflow,EXPO04-19-06.owl
ComputationalData,ComputationalData,"
Computational data is experimental observations ""represented in a form suitable for processing by computer."" Reference: WordNet: http://www.answers.com
",label,ComputationalData,None,None,Experimental workflow,EXPO04-19-06.owl
ErrorOfConclusion,ErrorOfConclusion,"
An error of a conclusion is an incorrectly inferred conclusion about the phenomena involved in the experiment.
",type,Class,None,None,Experimental workflow,EXPO04-19-06.owl
ValueOfVariable,ValueOfVariable,"
A value of an experimental variable is ""the particular quantity, number or amount"" of the variable. Reference: Collins Softback English Dictionary, HarperCollins Publishers, Glasgow, 1993.
",disjointWith,Model,Model,"
The concept is outside of EXPO
",Experimental workflow,EXPO04-19-06.owl
has_experiment,None,None,domain,ScientificInvestigation,ScientificInvestigation,"
Scientific investigation is a systematic examination; careful and detailed research. Reference: The Oxford English Dictionary. Oxford University Press, 2 Ed., 1989
",Experimental workflow,EXPO04-19-06.owl
NameEquipment,NameEquipment,"
An equipment name is a name that refers to a piece of experimental equipment.
",disjointWith,Password,Password,"
The concept is outside of EXPO
",Experimental workflow,EXPO04-19-06.owl
has_number,None,None,domain,GroupExperimentalObject,GroupExperimentalObject,"
A group of experimental objects is a collection of studying in a scientific investigation objects.
",Experimental workflow,EXPO04-19-06.owl
RepresentationExperimentalResults,RepresentationExperimentalResults,"
A representation of experimental results is a �reproduction of the results in some material or tangible form? Reference: The Oxford English Dictionary. Oxford University Press, 2 Ed., 1989
",disjointWith,RepresentationExperimentalExecutionProcedure,RepresentationExperimentalExecutionProcedure,"
A representation of the experimental execution procedure is the expression of a plan of experimental actions in some accepted scientific form. Reference: Based on The Oxford English Dictionary. Oxford University Press, 2 Ed., 1989
",Experimental workflow,EXPO04-19-06.owl
ParticlePhysicsExperiment,ParticlePhysicsExperiment,"
A particle physics experiment is a scientific experiment producing knowledge about the particle physics field of study.
",comment,"
A particle physics experiment is a scientific experiment producing knowledge about the particle physics field of study.
",None,None,Experimental workflow,EXPO04-19-06.owl
Name,Name,"
A name a word or phrase constituting the individual designation by which a particular person or thing is known, referred to, or addressed. Reference: The Oxford English Dictionary. Oxford University Press, 2 Ed., 1989
",disjointWith,AttributeGroup,AttributeGroup,"
An attribute of a group is an essential characteristic of a group, e.g. <variability>.
",Experimental workflow,EXPO04-19-06.owl
Procedure,Procedure,"
A sequence-dependent specification. Some examples are ComputerPrograms, finite-state machines, cooking recipes, musical scores, conference schedules, driving directions, and the scripts of plays and movies. Reference: SUMO http://berkelium.teknowledge.com:8080/sigma/home.jsp
",disjointWith,SubjectQualification,SubjectQualification,"
Subject qualification is a ""formal certification, issued by a relevant approved body, in recognition that a person has achieved competency relevant to identified individual, professional, industry or community needs."" Reference: Training: www.training.wa.gov.au/publications/cbt/framework/glossary.htm
",Experimental workflow,EXPO04-19-06.owl
AdminInfoAuthor,AdminInfoAuthor,"
Administrative information about an author of an experimental data/ protocols, etc. is data about the author (a name, an organization, contact data, etc.) used for administrative purposes such as to provide/ control access/ storage of experimental data etc.
",subClassOf,AdministrativeInformation,AdministrativeInformation,"
administrative information is data about an experimental subject, an experimental object, experimental documents etc., used for administrative purposes such as to provide/ control access/ storage of the experimental results/ protocols etc.
",Experimental workflow,EXPO04-19-06.owl
N6b0e1aca92ee4c6dbb6d7c0904874e4c,None,None,type,Restriction,None,None,Experimental workflow,EXPO04-19-06.owl
Classification,Classification,"
Classification is the scientific task of forming a hierarchical system of categories.
",disjointWith,PoblemAnalysis,PoblemAnalysis,"
Problem analysis is the scientific task of reducing a problem's complexity. Reference: based on The Oxford English Dictionary. Oxford University Press, 2 Ed., 1989
",Experimental workflow,EXPO04-19-06.owl
ExperimentalAction,ExperimentalAction,"
An experimental action is a process of manipulation in the domain of the experiment in order to achive a particular sub goal, which is a part of the goal of the experiment.
",subClassOf,Ncda416ca95ac4b18b48208b7f6e40e1e,None,None,Experimental workflow,EXPO04-19-06.owl
StatisticsCharacteristic,StatisticsCharacteristic,"
The concept is outside of EXPO
",disjointWith,AttributeOfAction,AttributeOfAction,"
An attribute of an action is an essential characteristic of an experimental action, e.g. <action complexity>.
",Experimental workflow,EXPO04-19-06.owl
FieldOfStudy,FieldOfStudy,"
SUMO ""An academic or applied discipline with recognized experts and with a core of accepted theory or practice. Note that FieldOfStudy is a subclass of Proposition, because a FieldOfStudy is understood to be a body of abstract, informational content, with varying degrees of certainty attached to each element of this content."" http://www.ontologyportal.org/
",comment,"
",None,None,Experimental workflow,EXPO04-19-06.owl
SystematicError,SystematicError,"
A systematic error is an error due to a definite cause acting according to a definite law. Reference: Arley, N. & Buch , K.R., Introduction to the theory of probability and statistics. New York : Wiley London. Chapman & Hall, 1950. 236p.
",type,Class,None,None,Experimental workflow,EXPO04-19-06.owl
AdminInfoProvider,AdminInfoProvider,"
administrative information about a provider of biological samples, experimental equipment etc, is data (a name, an organization, contact details etc.) used for administrative purposes such as to provide/ control access/ storage of the experimental results/ protocols etc.
",disjointWith,AdminInfoSubmitter,AdminInfoSubmitter,"
Administrative information about a submitter of an experimental data/ protocols, etc. is data about the submitter (a name, an organization, contact data, etc.) used for administrative purposes such as to provide/ control access/ storage of experimental data etc.
",Experimental workflow,EXPO04-19-06.owl
PlanOfExperimentalActions,PlanOfExperimentalActions,"
A plan of experimental actions is an explicitly described sequence of experimental actions according to which the experiment is to be done. See also <protocol>, <SOP>. Reference: based on The Oxford English Dictionary. Oxford University Press, 2 Ed., 1989
",type,Class,None,None,Experimental workflow,EXPO04-19-06.owl
N5e6d87b4e0dc4c07ab34f541950c13c6,None,None,cardinality,1,None,None,Experimental workflow,EXPO04-19-06.owl
ConstantQuantity,ConstantQuantity,"
""A ConstantQuantity is a PhysicalQuantity which has a constant value, e.g. 3 meters and 5 hours. The magnitude (see MagnitudeFn) of every ConstantQuantity is a RealNumber. ConstantQuantities are distinguished from FunctionQuantities, which map ConstantQuantities to other ConstantQuantities. All ConstantQuantites are expressed with the BinaryFunction MeasureFn, which takes a Number and a UnitOfMeasure as arguments. For example, 3 Meters can be expressed as (MeasureFn 3 Meter). ConstantQuantities form a partial order (see PartialOrderingRelation) with the lessThan relation, since lessThan is a RelationExtendedToQuantities and lessThan is defined over the RealNumbers. The lessThan relation is not a total order (see TotalOrderingRelation) over the class ConstantQuantity since elements of some subclasses of ConstantQuantity (such as length quantities) are incomparable to elements of other subclasses of ConstantQuantity (such as mass quantities)."" (SUMO)
",type,Class,None,None,Experimental workflow,EXPO04-19-06.owl
