Subject Class,Subject Label,Subject Comment,Predicate,Object Class,Object Label,Object Comment,Domain,Ontology Source
GO_0018148,,,inSubset,gosubset_prok,,Prokaryotic GO subset,Microscopy,cmpo.owl
Ndf2804eeb5d2415484a0a74532b5217f,"Removal of 3'-phosphoglycolate (PG) moiety from DSB ends, Canis familiaris",,annotatedSource,GO_0004519,endonuclease activity,,Microscopy,cmpo.owl
GO_0042597,,,inSubset,goslim_metagenomics,,Metagenomics GO slim,Microscopy,cmpo.owl
N90d9891a949d4e07a889d9ea04257d4d,"PKA-mediated phosphorylation of key metabolic factors, Sus scrofa",,type,Axiom,,,Microscopy,cmpo.owl
N3e8a1e812f614134b12e18f741ccb115,,,type,Axiom,,,Microscopy,cmpo.owl
GO_0006259,DNA metabolic process,,subClassOf,GO_0044260,cellular macromolecule metabolic process,,Microscopy,cmpo.owl
CL_0001034,cell in vitro,,IAO_0000115,A cell that is maintained or propagated in a controlled artificial environment for use in an investigation.,,,Microscopy,cmpo.owl
N00c65e2e3fc447478799dc6b7ef350b2,,,hasDbXref,GOC:mtg_signal,,,Microscopy,cmpo.owl
Nf01c95d719a74d9bb53a33183aa76398,,,type,Axiom,,,Microscopy,cmpo.owl
Nd681df486c7d4e6990652ec1d67edbbf,,,type,Restriction,,,Microscopy,cmpo.owl
N6b09cd31f9f5443c8a8bca11960414d2,,,intersectionOf,N4617f6a399ed40b6b019a3a0165ade09,,,Microscopy,cmpo.owl
N2d0e69a29692417b8e1cbb0742c16da8,,,onProperty,BFO_0000051,has_part,,Microscopy,cmpo.owl
GO_0043144,,,inSubset,goslim_yeast,,Yeast GO slim,Microscopy,cmpo.owl
GO_0047347,,,inSubset,gosubset_prok,,Prokaryotic GO subset,Microscopy,cmpo.owl
CARO_0000006,,,IAO_0000412,caro.owl,,,Microscopy,cmpo.owl
GO_0019549,,,inSubset,gosubset_prok,,Prokaryotic GO subset,Microscopy,cmpo.owl
GO_0016310,,,inSubset,gosubset_prok,,Prokaryotic GO subset,Microscopy,cmpo.owl
N7418763ec1764f8caac712a0af982339,,,intersectionOf,N94011ac6873b4701b3e7bcccc89223db,,,Microscopy,cmpo.owl
GO_0019694,,,inSubset,gosubset_prok,,Prokaryotic GO subset,Microscopy,cmpo.owl
GO_0018918,,,inSubset,gosubset_prok,,Prokaryotic GO subset,Microscopy,cmpo.owl
Nf13ce6e45072413cadefc8705df5deea,,,rest,nil,,,Microscopy,cmpo.owl
CMPO_0000205,increased duration of exit from mitosis phenotype,,type,Class,,,Microscopy,cmpo.owl
GO_0004386,,,inSubset,goslim_aspergillus,,Aspergillus GO slim,Microscopy,cmpo.owl
GO_0009155,,,inSubset,gosubset_prok,,Prokaryotic GO subset,Microscopy,cmpo.owl
GO_0019939,,,inSubset,gosubset_prok,,Prokaryotic GO subset,Microscopy,cmpo.owl
CMPO_0000314,exit from mitosis phenotype,,type,Class,,,Microscopy,cmpo.owl
PATO_0001564,extra or missing processual parts,,hasOBONamespace,quality,,,Microscopy,cmpo.owl
GO_0000819,sister chromatid segregation,,subClassOf,GO_0098813,nuclear chromosome segregation,,Microscopy,cmpo.owl
GO_0033559,,,inSubset,gosubset_prok,,Prokaryotic GO subset,Microscopy,cmpo.owl
N845d8693a3df4ae8a210e76d0810593d,"Gene Expression, Rattus norvegicus",,annotatedSource,GO_0010467,gene expression,,Microscopy,cmpo.owl
Na33d969c78d940d09c782447f35ed620,,,type,Class,,,Microscopy,cmpo.owl
GO_0004066,,,inSubset,gosubset_prok,,Prokaryotic GO subset,Microscopy,cmpo.owl
GO_0004586,,,inSubset,gosubset_prok,,Prokaryotic GO subset,Microscopy,cmpo.owl
GO_0006260,DNA replication,See also the biological process terms 'DNA-dependent DNA replication ; GO:0006261' and 'RNA-dependent DNA replication ; GO:0006278'.,hasDbXref,Reactome:REACT_88085,,,Microscopy,cmpo.owl
N328c302ea46e4d3cb6c4b8c9e91989d7,,,rest,N4a322d293bf04781880125f731f6c58e,,,Microscopy,cmpo.owl
GO_0046067,,,inSubset,gosubset_prok,,Prokaryotic GO subset,Microscopy,cmpo.owl
Ndcf98d1a618844b68b7aab74ed588c95,,,type,Axiom,,,Microscopy,cmpo.owl
CMPO_0000131,increased golgi volume phenotype,,type,Class,,,Microscopy,cmpo.owl
N983640ae2a3b470a9801c5ebe44cc700,"Mitotic Prometaphase, Caenorhabditis elegans",,type,Axiom,,,Microscopy,cmpo.owl
GO_0019296,,,inSubset,gosubset_prok,,Prokaryotic GO subset,Microscopy,cmpo.owl
Nd883f51ed25d4c179f342c99144427ec,,,first,N380ee42caa1646c19c157a098d700ba2,,,Microscopy,cmpo.owl
CMPO_0000320,increased cell spreading phenotype,,label,increased cell spreading phenotype,,,Microscopy,cmpo.owl
CMPO_0000127,decreased nuclear body size phenotype,,inSubset,cmpo,,,Microscopy,cmpo.owl
Ne370399f96f04e95b22a44212874d479,,,someValuesFrom,Nac24bac2fa134932ac406cfa47d17abf,,,Microscopy,cmpo.owl
GO_0003688,,,inSubset,gosubset_prok,,Prokaryotic GO subset,Microscopy,cmpo.owl
N60170cd55ebd4d51b1b11b3218d4ca75,,,onProperty,RO_0002313,transports or maintains localization of,,Microscopy,cmpo.owl
Nf6b5802e03ed4c08a3801945fa595aa0,,,type,Axiom,,,Microscopy,cmpo.owl
Ndbe6907fcdb343fab2bcaf87f7cdb8e5,,,createdBy,OPPL_pattern,,,Microscopy,cmpo.owl
RO_0002296,,,IAO_0000114,IAO_0000125,,,Microscopy,cmpo.owl
CMPO_0000341,pyknotic nuclear phenotype,,IAO_0000115,"A phenotype observation at the level of the nucleus underoging Pyknosis, or karyopyknosis, consisting of the irreversible condensation of chromatin in the nucleus of a cell undergoing necrosis or apoptosis.",,,Microscopy,cmpo.owl
GO_0018916,,,inSubset,gosubset_prok,,Prokaryotic GO subset,Microscopy,cmpo.owl
PATO_0002164,,,inSubset,value_slim,,,Microscopy,cmpo.owl
Nd574fad54e8747fcb3d02ced8c273aed,,,type,Axiom,,,Microscopy,cmpo.owl
GO_0000309,,,inSubset,gosubset_prok,,Prokaryotic GO subset,Microscopy,cmpo.owl
N09a78160c1434b8cb4e211eeab31367d,,,annotatedProperty,IAO_0000115,,,Microscopy,cmpo.owl
Nb84a4d49455442aa89c2eef6874628ac,,,first,Neee5aa3d4e65446f94125c5daa9fee59,,,Microscopy,cmpo.owl
Na5fd77c54b50453b891c5fa9e12ed88f,,,type,Class,,,Microscopy,cmpo.owl
Nbe666487a7cd485f9883d8fb602cbf51,,,intersectionOf,N5021c255172042278fc02b9d0e96881e,,,Microscopy,cmpo.owl
N3450cdbfedf644ffaa7b38d965e87448,,,annotatedProperty,IAO_0000115,,,Microscopy,cmpo.owl
N75cac9ebf4a545bcaf51271701d3003a,"Metabolism of amino acids and derivatives, Mus musculus",,annotatedProperty,hasDbXref,database_cross_reference,,Microscopy,cmpo.owl
N9e6db6856c6d4444b09633709303296b,,,hasDbXref,PMID:21035408,,,Microscopy,cmpo.owl
N1e54b9ed41fa4c55ba5fd20a236d189b,,,someValuesFrom,CHEBI_15841,polypeptide,,Microscopy,cmpo.owl
GO_0046680,,,inSubset,gosubset_prok,,Prokaryotic GO subset,Microscopy,cmpo.owl
N5011eee21e414ef9989ad5cca69e2a16,,,someValuesFrom,N79e87bd5202b4c5e995304f59ab0f0e7,,,Microscopy,cmpo.owl
N653a6be4a00c4007857b6d140d9ae977,"TAK1 activates NFkB by phosphorylation and activation of IKKs complex, Sus scrofa",,annotatedProperty,hasDbXref,database_cross_reference,,Microscopy,cmpo.owl
N18ae933daa814287b6b826f99eb7ade9,,,type,Restriction,,,Microscopy,cmpo.owl
Ne64948391f9f42a2a0bf99ca4e67d868,,,annotatedTarget,A positional quality inhering in a bearer by virtue of the bearer's being located in a position equidistant from edges.,,,Microscopy,cmpo.owl
GO_0008983,,,inSubset,gosubset_prok,,Prokaryotic GO subset,Microscopy,cmpo.owl
GO_0098534,centriole assembly,,hasOBONamespace,biological_process,,,Microscopy,cmpo.owl
Ne9b59341793b415b9dfdb4d6cdda58e6,,,type,Axiom,,,Microscopy,cmpo.owl
Nffe52d13ba7a4db0969091c1c7e625f1,,,onProperty,increased_in_magnitude_relative_to,increased_in_magnitude_relative_to,"This relation is used to determine the 'directionality' of relative qualities such as 'increased strength', relative to the parent type, 'strength'.",Microscopy,cmpo.owl
CMPO_0000420,response to chemical phenotype,,equivalentClass,Na6f1c87a79574de9996fb69cbb1d2282,,,Microscopy,cmpo.owl
Nfa7e15e24ee74df29a670556351f2a52,,,type,Class,,,Microscopy,cmpo.owl
PATO_0000069,deviation(from_normal),,IAO_0000115,A quality inhering in a bearer by virtue of the whether the bearer differs from normal or average.,,,Microscopy,cmpo.owl
GO_0034067,protein localization to Golgi apparatus,,subClassOf,GO_0033365,protein localization to organelle,,Microscopy,cmpo.owl
N7e0e6d38189e408a8baa8ddc96ecfc63,,,type,Restriction,,,Microscopy,cmpo.owl
GO_0046308,,,inSubset,gosubset_prok,,Prokaryotic GO subset,Microscopy,cmpo.owl
GO_0015961,,,inSubset,gosubset_prok,,Prokaryotic GO subset,Microscopy,cmpo.owl
RO_0002213,positively regulates,,shorthand,positively_regulates,,,Microscopy,cmpo.owl
N66f082f5e765471d8b090ab00803bcbc,,,onProperty,BFO_0000051,has_part,,Microscopy,cmpo.owl
PATO_0002178,,,inSubset,value_slim,,,Microscopy,cmpo.owl
GO_0016301,,,inSubset,goslim_plant,,Plant GO slim,Microscopy,cmpo.owl
GO_0042347,negative regulation of NF-kappaB import into nucleus,,equivalentClass,Nfb1e0ea026e04cb2b7e3a590c3bb7e03,,,Microscopy,cmpo.owl
GO_0005739,mitochondrion,"Some anaerobic or microaerophilic organisms (e.g. Entamoeba histolytica, Giardia intestinalis and several Microsporidia species) do not have mitochondria, and contain mitochondrion-related organelles (MROs) instead, called mitosomes or hydrogenosomes, very likely derived from mitochondria. To annotate gene products located in these mitochondrial relics in species such as Entamoeba histolytica, Giardia intestinalis or others, please use GO:0032047 'mitosome' or GO:0042566 'hydrogenosome'. (See PMID:24316280 for a list of species currently known to contain mitochondrion-related organelles.)",inSubset,goslim_metagenomics,,Metagenomics GO slim,Microscopy,cmpo.owl
GO_0051222,positive regulation of protein transport,,label,positive regulation of protein transport,,,Microscopy,cmpo.owl
N7cfdf2629dd14a45a76c9c4b87ad5178,,,rest,N080275a0a8b547448f13ee8f11e67c15,,,Microscopy,cmpo.owl
Nf27dbe80d90a4c7b884428fcecb075e2,"Elongation Of The Telomeric Chromosome End, Sus scrofa",,label,"Elongation Of The Telomeric Chromosome End, Sus scrofa",,,Microscopy,cmpo.owl
Nf3e460ee966f4756b8477b9ceb828be8,,,rest,nil,,,Microscopy,cmpo.owl
Na0913a46d08f4d93862db1fde32fbe8f,,,rest,nil,,,Microscopy,cmpo.owl
N60274d8903bd4ced9a29a69b158b3a0b,,,type,Class,,,Microscopy,cmpo.owl
GO_0016024,,,inSubset,goslim_aspergillus,,Aspergillus GO slim,Microscopy,cmpo.owl
PATO_0002041,,,inSubset,scalar_slim,,,Microscopy,cmpo.owl
Nd2d742bedac34762a19d2670c740ae2d,,,annotatedTarget,PMID: 23509072,,,Microscopy,cmpo.owl
N4a1591db864644068f266ecd5a3ba648,,,annotatedTarget,upregulation of RNA biosynthesis,,,Microscopy,cmpo.owl
CMPO_0000105,increased number of actin filament phenotype,,inSubset,cmpo,,,Microscopy,cmpo.owl
GO_0018045,,,inSubset,gosubset_prok,,Prokaryotic GO subset,Microscopy,cmpo.owl
GO_0006553,,,inSubset,gosubset_prok,,Prokaryotic GO subset,Microscopy,cmpo.owl
CMPO_0000447,protein localized in vesicle phenotype,,subClassOf,CMPO_0000363,protein localization to cellular component phenotype,,Microscopy,cmpo.owl
N11a6a8464bb04377bf5237b45c4d3445,,,first,N0e69d311301c492698899ef163e23226,,,Microscopy,cmpo.owl
Nade4444142bc442fb2e228a2d77e5b35,,,hasDbXref,GOC:mtg_cell_cycle,,,Microscopy,cmpo.owl
GO_0010648,negative regulation of cell communication,,subClassOf,GO_0048523,negative regulation of cellular process,,Microscopy,cmpo.owl
N563e4fd9abba4675b4e6efbe2ce4c64a,"Elongation of Extended Telomeric Chromosome End, Canis familiaris",,type,Axiom,,,Microscopy,cmpo.owl
Nc1d5a3363a114c589e8979193a958b67,,,annotatedSource,GO_1903828,negative regulation of cellular protein localization,,Microscopy,cmpo.owl
PATO_0001472,,,inSubset,value_slim,,,Microscopy,cmpo.owl
GO_0061163,endoplasmic reticulum polarization,,subClassOf,GO_1902589,single-organism organelle organization,,Microscopy,cmpo.owl
N98920f4ca46643708d7be0015a5cccb9,,,first,PATO_0001236,process quality,See comments of relational quality of a physical entity.,Microscopy,cmpo.owl
has_divisor_quality,has_divisor_quality,,range,PATO_0000001,quality,,Microscopy,cmpo.owl
has_ratio_quality,has_ratio_quality,,label,has_ratio_quality,,,Microscopy,cmpo.owl
N64930c1fb6cb4c65aaf083eb736be95c,,,rest,nil,,,Microscopy,cmpo.owl
GO_0016070,RNA metabolic process,,inSubset,goslim_pir,,PIR GO slim,Microscopy,cmpo.owl
GO_0034641,cellular nitrogen compound metabolic process,,hasDbXref,Reactome:REACT_28699,,,Microscopy,cmpo.owl
GO_0015321,,,inSubset,gosubset_prok,,Prokaryotic GO subset,Microscopy,cmpo.owl
Ne56aa596954744d0891abb6ec8e9a2a3,,,hasDbXref,GOC:mah,,,Microscopy,cmpo.owl
Nbd43d5cb2208492aaf10c9efc7961f7b,,,rest,nil,,,Microscopy,cmpo.owl
Nd5ad47828dfc4ed78ab096e0e0fc60de,,,rest,N0d256def170a49fd96482d19cd679dd5,,,Microscopy,cmpo.owl
GO_0012501,programmed cell death,"Note that this term should be used to annotate gene products in the organism undergoing the programmed cell death. To annotate genes in another organism whose products modulate programmed cell death in a host organism, consider the term 'modulation by symbiont of host programmed cell death ; GO:0052040'. Also, note that 'programmed cell death ; GO:0012501' should be used to refer to instances of caspase-independent cell death mechanisms, in the absence of further indications on the process taking place. At present, caspase-independent cell death is not yet represented in GO due to the lack of consensus and in-depth research on the topic. 'programmed cell death ; GO:0012501' may also be used to annotate gene products in taxa where apoptosis as defined in GO:0006915 does not occur, such as plants. You may also consider these specific children: GO:0097468 'programmed cell death in response to reactive oxygen species' (with descendants GO:0010421 'hydrogen peroxide-mediated programmed cell death' and GO:0010343 'singlet oxygen-mediated programmed cell death'), and GO:0009626 'plant-type hypersensitive response' and its children, which are descendants of GO:0034050 'host programmed cell death induced by symbiont'.",hasExactSynonym,PCD,,,Microscopy,cmpo.owl
CMPO_0000221,more apoptosis in population,,inSubset,cmpo,,,Microscopy,cmpo.owl
PATO_0000949,,,inSubset,value_slim,,,Microscopy,cmpo.owl
GO_0008170,,,inSubset,gosubset_prok,,Prokaryotic GO subset,Microscopy,cmpo.owl
Nf41fb0e486484356a857c760ea38537e,,,hasDbXref,GOC:mtg_cell_cycle,,,Microscopy,cmpo.owl
N841ffe47a6584b9fa649271c5813d723,,,type,Restriction,,,Microscopy,cmpo.owl
CMPO_0000445,protein localized in nucleoplasm phenotype,,subClassOf,CMPO_0000398,protein localized in nucleus phenotype,,Microscopy,cmpo.owl
N9c727951981740b7abfc31d0351a7013,,,annotatedSource,PATO_0001377,polyploid,,Microscopy,cmpo.owl
N65dcc94dd4164a28ad930bc0ff5c16d0,,,onProperty,RO_0000052,inheres_in,,Microscopy,cmpo.owl
Na95bde9e008246b0bd216bd1dd5e2fea,,,type,Axiom,,,Microscopy,cmpo.owl
Neac6884f999d4f7bb5444b186330f11b,,,type,Axiom,,,Microscopy,cmpo.owl
PATO_0001299,,,inSubset,attribute_slim,,,Microscopy,cmpo.owl
GO_0010628,positive regulation of gene expression,,id,GO:0010628,,,Microscopy,cmpo.owl
N91aec25e3d8d465882a09f5f6d3fec9d,,,first,PATO_0000573,increased length,,Microscopy,cmpo.owl
GO_0005783,endoplasmic reticulum,,id,GO:0005783,,,Microscopy,cmpo.owl
N8f0ab636406a4b7398249a11cdd56146,,,someValuesFrom,N35fcdecd823f4ab093768870e0f986a7,,,Microscopy,cmpo.owl
Ncbb0bedd0e1149bcaf59da6bea48bfc8,,,type,Axiom,,,Microscopy,cmpo.owl
GO_1900182,positive regulation of protein localization to nucleus,,hasExactSynonym,up-regulation of protein localization in cell nucleus,,,Microscopy,cmpo.owl
GO_0005764,,,inSubset,goslim_generic,,Generic GO slim,Microscopy,cmpo.owl
GO_0004556,,,inSubset,gosubset_prok,,Prokaryotic GO subset,Microscopy,cmpo.owl
PATO_0001995,organismal quality,,hasOBONamespace,quality,,,Microscopy,cmpo.owl
N4216374da8c443aaa12637d0d35ad722,,,onProperty,BFO_0000051,has_part,,Microscopy,cmpo.owl
N405fe18a0d8c414fa7ea7d2a54fc106a,,,first,PATO_0001629,aggregated,,Microscopy,cmpo.owl
N7d0b1bbd26c842e7a5826fb6e8b782a1,,,onProperty,RO_0002213,positively regulates,,Microscopy,cmpo.owl
GO_0004409,,,inSubset,gosubset_prok,,Prokaryotic GO subset,Microscopy,cmpo.owl
CMPO_0000270,increased variability of cell shape in population,,inSubset,cmpo,,,Microscopy,cmpo.owl
Naf85044ad99a4151adbeff493486f6ba,,,rest,N89bb9cfe4e214eb985c74118dc9f7918,,,Microscopy,cmpo.owl
N855cafc820f34d9ea15fc866f3fc9993,,,annotatedTarget,organelle organization and biogenesis,,,Microscopy,cmpo.owl
CMPO_0000303,cell component morphology phenotype,,IAO_0000115,"A phenotype observation at the level of a cellular component relating to the components shape, size or structure",,,Microscopy,cmpo.owl
N7aad67506fb84ab28514966e4d1cfa13,,,type,Restriction,,,Microscopy,cmpo.owl
PATO_0000690,,,inSubset,value_slim,,,Microscopy,cmpo.owl
N681bc55a699b4f3396a3e158734e52d7,,,type,Restriction,,,Microscopy,cmpo.owl
GO_0009967,positive regulation of signal transduction,,subClassOf,Ncd52a0f05e054493a726f627570d8574,,,Microscopy,cmpo.owl
Ne382e609806d417592417f843575c19f,,,hasDbXref,GOC:mtg_cell_cycle,,,Microscopy,cmpo.owl
N6e805b19acdb471b9f061b83d684fadd,"3' incision of the lesioned strand of DNA in TC-NER, Caenorhabditis elegans",,annotatedTarget,Reactome:REACT_80298,,,Microscopy,cmpo.owl
CMPO_0000314,exit from mitosis phenotype,,IAO_0000115,A phenotype observation at the level of the exit from mitosis,,,Microscopy,cmpo.owl
N512fba0024db462e83bf7b4e56ffe94b,"Hydrolysis of phosphatidylcholine, Canis familiaris",,type,Axiom,,,Microscopy,cmpo.owl
PATO_0000596,decreased volume,,subClassOf,N8a2d9839b00c4c438f98dc2bc41baad9,,,Microscopy,cmpo.owl
GO_0004518,nuclease activity,"Note that 'tRNA nucleotidyltransferase activity ; GO:0009022', also known as 'ribonuclease PH', does not have parentage in the 'nuclease activity' branch of the ontology because both GO and the Enzyme Commission define nuclease activity as a type of hydrolysis.",inSubset,goslim_generic,,Generic GO slim,Microscopy,cmpo.owl
GO_0004045,,,inSubset,gosubset_prok,,Prokaryotic GO subset,Microscopy,cmpo.owl
Nfa2541c62b4e4babb5a6d5b487d6021e,,,first,Na0f299c09ca241049f5a3136714c0372,,,Microscopy,cmpo.owl
N3d0b6a7f73ae4f89b75b483d1970b791,,,annotatedProperty,IAO_0000115,,,Microscopy,cmpo.owl
GO_0006658,,,inSubset,gosubset_prok,,Prokaryotic GO subset,Microscopy,cmpo.owl
N90a8320ecf184ef4adf4f4dc73f6da1d,,,onProperty,RO_0000053,bearer of,,Microscopy,cmpo.owl
Nd26879e3c00541ed90c818fae9df7e9f,,,createdBy,OPPL_pattern,,,Microscopy,cmpo.owl
GO_0009536,,,inSubset,gosubset_prok,,Prokaryotic GO subset,Microscopy,cmpo.owl
GO_0000737,"DNA catabolic process, endonucleolytic",,IAO_0000412,go.owl,,,Microscopy,cmpo.owl
N6d1d14da1e934d1fb7e000fe265c1988,,,type,Axiom,,,Microscopy,cmpo.owl
N62f4c3cb63ea40afaa7eecb0c375e130,,,annotatedTarget,"or functional features that characterize the cells, tissues, or organs of the mature organism or some other relatively stable phase of the organism's life history.",,,Microscopy,cmpo.owl
GO_0016265,death,"This term should not be used for direct manual annotation. Instead, consider selecting a child term of GO:0008219 'cell death' or, if no appropriate child term exists, please request a new term. Direct annotations to this term may be amended during annotation QC.",id,GO:0016265,,,Microscopy,cmpo.owl
GO_0006323,DNA packaging,,subClassOf,N653cb589b4314e21b68d13558aea6a3c,,,Microscopy,cmpo.owl
IAO_0000116,,,IAO_0000114,IAO_0000122,,,Microscopy,cmpo.owl
GO_0006474,,,inSubset,gosubset_prok,,Prokaryotic GO subset,Microscopy,cmpo.owl
GO_0006309,apoptotic DNA fragmentation,"DNA fragmentation in response to apoptotic signals is achieved through the activity of apoptotic nucleases. In human, these include DNA fragmentation factor (DFF) or caspase-activated DNase (CAD) and endonuclease G (Endo G) (reviewed in PMID:15723341). Caution is needed when apoptotic DNA laddering assays show presence of fragmented DNA. A positive assay may simply reflect the end point of a whole apoptotic process. Unless clear experimental evidence is available to show that a gene product is directly involved in fragmenting DNA, please do not annotate to GO:0006309 'apoptotic DNA fragmentation' and consider annotating instead to a more upstream process such as, e.g., GO:0042981 'regulation of apoptotic process', GO:0006915 'apoptotic process', GO:0097190 'apoptotic signaling pathway'. Also, note that gene products involved in compartmentalization of apoptotic nucleases and in activation or repression of their enzymatic activity should be annotated to the regulation term GO:1902510 'regulation of apoptotic DNA fragmentation' or to one of its children (see PMID:15723341).",hasExactSynonym,endonucleolytic DNA catabolic process involved in apoptosis,,,Microscopy,cmpo.owl
Nbdb2399ddb85425092b68351e3bce328,,,intersectionOf,Na7ab5b888c0b4576b9eaa75a190088ee,,,Microscopy,cmpo.owl
N6433142e2fab421b85e77024a4f03ca4,"3'- incision of DNA by XPG in GG-NER, Caenorhabditis elegans",,type,Axiom,,,Microscopy,cmpo.owl
GO_0022618,,,inSubset,gosubset_prok,,Prokaryotic GO subset,Microscopy,cmpo.owl
Nebc8933905af4e33a2e65550978993e5,"TRAF6 mediated induction of TAK1 complex, Homo sapiens",,annotatedSource,GO_0007249,I-kappaB kinase/NF-kappaB signaling,,Microscopy,cmpo.owl
CMPO_0000252,cilium morphology phenotype,,label,cilium morphology phenotype,,,Microscopy,cmpo.owl
GO_0031982,vesicle,,inSubset,goslim_metagenomics,,Metagenomics GO slim,Microscopy,cmpo.owl
N59ac388a74544874b94ee6a78ca80c51,,,onProperty,RO_0002211,regulates,,Microscopy,cmpo.owl
GO_1902589,single-organism organelle organization,,subClassOf,GO_0044763,single-organism cellular process,,Microscopy,cmpo.owl
N553a87aa08ee4f4e92322a8f69f7a424,,,annotatedProperty,IAO_0000115,,,Microscopy,cmpo.owl
N7174f8bfed4b43ffbb2ccc6a494522f4,,,type,Restriction,,,Microscopy,cmpo.owl
Nc76f454ac13e4a1cbbae96c0594ef2a2,,,annotatedProperty,IAO_0000115,,,Microscopy,cmpo.owl
N31cae957f2f6414cb323815e3e418698,,,type,Axiom,,,Microscopy,cmpo.owl
Nda67eb3bc220445fb54ac94ed709efb5,,,rest,N42c56f0cc722465fad7f00a3f73e58a4,,,Microscopy,cmpo.owl
GO_0071897,DNA biosynthetic process,,subClassOf,GO_0034645,cellular macromolecule biosynthetic process,,Microscopy,cmpo.owl
Na037ff09ee8d42d79b7e2ca16426560b,,,rest,nil,,,Microscopy,cmpo.owl
CMPO_0000047,apoptotic DNA fragmentation phenotype,,prefLabel,apoptotic DNA fragmentation,,,Microscopy,cmpo.owl
N3a7fd40130d442d8bb928468a80e08dd,,,onProperty,BFO_0000070,s depends on,Relation binding a relational quality or disposition to the relevant type of entity.,Microscopy,cmpo.owl
N707b49ed4b8149569534979fa8fbd976,,,rest,Nd43cb77325c64c89b2f727696dbcaee0,,,Microscopy,cmpo.owl
Nf26b9d98915f44e6a9bed9150a359341,,,annotatedSource,CMPO_0000417,lack of protein in cell component localization phenotype,example 'the smt3allR mutant does not show localization at the bud neck',Microscopy,cmpo.owl
GO_0002250,adaptive immune response,This term was added by GO_REF:0000022.,IAO_0000115,"An immune response based on directed amplification of specific receptors for antigen produced through a somatic diversification process, and allowing for enhanced response to subsequent exposures to the same antigen (immunological memory).",,,Microscopy,cmpo.owl
GO_0030139,endocytic vesicle,,id,GO:0030139,,,Microscopy,cmpo.owl
GO_0000902,cell morphogenesis,,inSubset,gosubset_prok,,Prokaryotic GO subset,Microscopy,cmpo.owl
GO_0004730,,,inSubset,gosubset_prok,,Prokaryotic GO subset,Microscopy,cmpo.owl
GO_0042641,actomyosin,,subClassOf,GO_0044430,cytoskeletal part,"Note that this term is in the subset of terms that should not be used for direct gene product annotation. Instead, select a child term or, if no appropriate child term exists, please request a new term. Direct annotations to this term may be amended during annotation QC.",Microscopy,cmpo.owl
CMPO_0000041,transport phenotype,,equivalentClass,N7e37979b5b5140c8af890f1cb0a4efd9,,,Microscopy,cmpo.owl
GO_1901575,organic substance catabolic process,,id,GO:1901575,,,Microscopy,cmpo.owl
Nab32bef055814684b0c2a2a3c0057479,,,first,N65ade85cbfb048389c2cb76b9ede0c1f,,,Microscopy,cmpo.owl
GO_0043263,,,inSubset,gosubset_prok,,Prokaryotic GO subset,Microscopy,cmpo.owl
PATO_0000455,,,inSubset,value_slim,,,Microscopy,cmpo.owl
N16b8104d0c694da1a320f2deb43aff33,,,annotatedTarget,"The directed movement of substances (such as macromolecules, small molecules, ions) into, out of or within a cell, or between cells, or within a multicellular organism by means of some agent such as a transporter or pore.",,,Microscopy,cmpo.owl
PATO_0001562,decreased mass,,id,PATO:0001562,,,Microscopy,cmpo.owl
PATO_0001375,,,inSubset,value_slim,,,Microscopy,cmpo.owl
CMPO_0000066,peripheral focal adhesion phenotype,,subClassOf,CMPO_0000065,cell component position phenotype,,Microscopy,cmpo.owl
Nf09603a8e3394149ae3f9682a34523c3,,,type,Restriction,,,Microscopy,cmpo.owl
N3edb527f1cd44f319a73d858599b8d5f,"Metabolism of amino acids and derivatives, Taeniopygia guttata",,annotatedTarget,Reactome:REACT_77741,,,Microscopy,cmpo.owl
GO_0022403,cell cycle phase,,IAO_0000412,go.owl,,,Microscopy,cmpo.owl
PATO_0001562,decreased mass,,type,Class,,,Microscopy,cmpo.owl
PATO_0001280,,,inSubset,mpath_slim,,,Microscopy,cmpo.owl
CMPO_0000355,mild actin-mediated cell contraction phenotype,,equivalentClass,Ne06ed9073a6846cc8deb52e35656195c,,,Microscopy,cmpo.owl
N72a71a257cbf4aaaae68021cd043973c,,,annotatedProperty,IAO_0000115,,,Microscopy,cmpo.owl
GO_0005623,cell,,inSubset,goslim_plant,,Plant GO slim,Microscopy,cmpo.owl
PATO_0002006,2-D shape,,IAO_0000115,"A shape that inheres in a 2 dimensional entity, such as a cross section or projection of a 3 dimensional entity.",,,Microscopy,cmpo.owl
CMPO_0000221,more apoptosis in population,,IAO_0000115,increased number of apoptosis phenotypes in population,,,Microscopy,cmpo.owl
N5e9f95af33404ab1b1052c4f538e8ac2,,,first,N7219d5d222094d6fb011340a81b0595c,,,Microscopy,cmpo.owl
PATO_0001583,,,inSubset,value_slim,,,Microscopy,cmpo.owl
GO_0045335,phagocytic vesicle,,hasExactSynonym,phagosome,,,Microscopy,cmpo.owl
PATO_0001241,physical object quality,Relational qualities are qualities that hold between multiple entities. Normal (monadic) qualities such as the shape of a eyeball exist purely as a quality of that eyeball. A relational quality such as sensitivity to light is a quality of that eyeball (and connecting nervous system) as it relates to incoming light waves/particles.,hasDbXref,snap:Quality,,,Microscopy,cmpo.owl
N3e67019519ec4fc19203f2b312893c8a,,,onProperty,BFO_0000051,has_part,,Microscopy,cmpo.owl
GO_0015817,,,inSubset,gosubset_prok,,Prokaryotic GO subset,Microscopy,cmpo.owl
